publishedAt,title,description
2017-01-01,2017 with the SEC. The report is available on the SEC's website at https://www.sec.gov and will be available on the Firm's Investor Relations website at www.jpmorganchase.com\investor-relations under SEC & Other Filings.	https://finance.yahoo.com/news/jpmorgan-chase-files-form-10-214500278.html?.tsrc=rss,2017 with the SEC. The report is available on the SEC's website at https://www.sec.gov and will be available on the Firm's Investor Relations website at www.jpmorganchase.com\investor-relations under SEC & Other Filings.	https://finance.yahoo.com/news/jpmorgan-chase-files-form-10-214500278.html?.tsrc=rss
2018-01-01,2018	Bankwell Financial Group Inc BWFG will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on August 27 2018 Shareholders who purchased BWFG prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6Jj7JwOysDE/bankwell-financial-group-inc-bwfg-ex-dividend-date-scheduled-for-august-16-2018-cm1007870,2018	Bankwell Financial Group Inc BWFG will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 12 per share is scheduled to be paid on August 27 2018 Shareholders who purchased BWFG prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6Jj7JwOysDE/bankwell-financial-group-inc-bwfg-ex-dividend-date-scheduled-for-august-16-2018-cm1007870
2018-01-01,2018	Eagle Bancorp Montana Inc EBMT will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 093 per share is scheduled to be paid on September 07 2018 Shareholders who purchased EBMT prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ImMVLEOGzlk/eagle-bancorp-montana-inc-ebmt-ex-dividend-date-scheduled-for-august-16-2018-cm1007848,2018	Eagle Bancorp Montana Inc EBMT will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 093 per share is scheduled to be paid on September 07 2018 Shareholders who purchased EBMT prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ImMVLEOGzlk/eagle-bancorp-montana-inc-ebmt-ex-dividend-date-scheduled-for-august-16-2018-cm1007848
2018-01-01,2018	Eagle Bancorp Montana Inc EBMT will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 093 per share is scheduled to be paid on September 07 2018 Shareholders who purchased EBMT prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JT0m-FGQFuI/eagle-bancorp-montana-inc-ebmt-ex-dividend-date-scheduled-for-august-16-2018-cm1007848,2018	Eagle Bancorp Montana Inc EBMT will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 093 per share is scheduled to be paid on September 07 2018 Shareholders who purchased EBMT prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JT0m-FGQFuI/eagle-bancorp-montana-inc-ebmt-ex-dividend-date-scheduled-for-august-16-2018-cm1007848
2018-01-01,2018	Midland States Bancorp Inc MSBI will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on August 24 2018 Shareholders who purchased MSBI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YCsBCLW1MTM/midland-states-bancorp-inc-msbi-ex-dividend-date-scheduled-for-august-16-2018-cm1007845,2018	Midland States Bancorp Inc MSBI will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on August 24 2018 Shareholders who purchased MSBI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YCsBCLW1MTM/midland-states-bancorp-inc-msbi-ex-dividend-date-scheduled-for-august-16-2018-cm1007845
2018-01-01,2018	Midland States Bancorp Inc MSBI will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on August 24 2018 Shareholders who purchased MSBI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/HNJgs6DJIoQ/midland-states-bancorp-inc-msbi-ex-dividend-date-scheduled-for-august-16-2018-cm1007845,2018	Midland States Bancorp Inc MSBI will begin trading ex dividend on August 16 2018 A cash dividend payment of 0 22 per share is scheduled to be paid on August 24 2018 Shareholders who purchased MSBI prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/HNJgs6DJIoQ/midland-states-bancorp-inc-msbi-ex-dividend-date-scheduled-for-august-16-2018-cm1007845
2018-01-01,2018	Business First Bancshares Inc BFST will begin trading ex dividend on August 14 2018 A cash dividend payment of 0 08 per share is scheduled to be paid on August 31 2018 Shareholders who purchased BFST prior to the ex dividend date are eligible for the cash dividend payment At	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/qCJyp-Pt0fs/business-first-bancshares-inc-bfst-ex-dividend-date-scheduled-for-august-14-2018-cm1006520,2018	Business First Bancshares Inc BFST will begin trading ex dividend on August 14 2018 A cash dividend payment of 0 08 per share is scheduled to be paid on August 31 2018 Shareholders who purchased BFST prior to the ex dividend date are eligible for the cash dividend payment At	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/qCJyp-Pt0fs/business-first-bancshares-inc-bfst-ex-dividend-date-scheduled-for-august-14-2018-cm1006520
2018-01-01,2018	Business First Bancshares Inc BFST will begin trading ex dividend on August 14 2018 A cash dividend payment of 0 08 per share is scheduled to be paid on August 31 2018 Shareholders who purchased BFST prior to the ex dividend date are eligible for the cash dividend payment At	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/KIs-uBS_aDQ/business-first-bancshares-inc-bfst-ex-dividend-date-scheduled-for-august-14-2018-cm1006520,2018	Business First Bancshares Inc BFST will begin trading ex dividend on August 14 2018 A cash dividend payment of 0 08 per share is scheduled to be paid on August 31 2018 Shareholders who purchased BFST prior to the ex dividend date are eligible for the cash dividend payment At	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/KIs-uBS_aDQ/business-first-bancshares-inc-bfst-ex-dividend-date-scheduled-for-august-14-2018-cm1006520
2018-01-01,2018	Bar Harbor Bankshares Inc BHB will begin trading ex dividend on August 13 2018 A cash dividend payment of 0 2 per share is scheduled to be paid on September 14 2018 Shareholders who purchased BHB prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3TKByHMINUw/bar-harbor-bankshares-inc-bhb-ex-dividend-date-scheduled-for-august-13-2018-cm1005634,2018	Bar Harbor Bankshares Inc BHB will begin trading ex dividend on August 13 2018 A cash dividend payment of 0 2 per share is scheduled to be paid on September 14 2018 Shareholders who purchased BHB prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3TKByHMINUw/bar-harbor-bankshares-inc-bhb-ex-dividend-date-scheduled-for-august-13-2018-cm1005634
2018-01-01,2018	Bar Harbor Bankshares Inc BHB will begin trading ex dividend on August 13 2018 A cash dividend payment of 0 2 per share is scheduled to be paid on September 14 2018 Shareholders who purchased BHB prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/RBSJVvdaAbU/bar-harbor-bankshares-inc-bhb-ex-dividend-date-scheduled-for-august-13-2018-cm1005634,2018	Bar Harbor Bankshares Inc BHB will begin trading ex dividend on August 13 2018 A cash dividend payment of 0 2 per share is scheduled to be paid on September 14 2018 Shareholders who purchased BHB prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/RBSJVvdaAbU/bar-harbor-bankshares-inc-bhb-ex-dividend-date-scheduled-for-august-13-2018-cm1005634
2018-01-01,2018	WCF Bancorp Inc WCFB will begin trading ex dividend on August 10 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on August 28 2018 Shareholders who purchased WCFB prior to the ex dividend date are eligible for the cash dividend payment This marks the 9th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/lZmB4O4B5Jc/wcf-bancorp-inc-wcfb-ex-dividend-date-scheduled-for-august-10-2018-cm1004817,2018	WCF Bancorp Inc WCFB will begin trading ex dividend on August 10 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on August 28 2018 Shareholders who purchased WCFB prior to the ex dividend date are eligible for the cash dividend payment This marks the 9th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/lZmB4O4B5Jc/wcf-bancorp-inc-wcfb-ex-dividend-date-scheduled-for-august-10-2018-cm1004817
2018-01-01,2018	WCF Bancorp Inc WCFB will begin trading ex dividend on August 10 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on August 28 2018 Shareholders who purchased WCFB prior to the ex dividend date are eligible for the cash dividend payment This marks the 9th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YweYTXjtQOw/wcf-bancorp-inc-wcfb-ex-dividend-date-scheduled-for-august-10-2018-cm1004817,2018	WCF Bancorp Inc WCFB will begin trading ex dividend on August 10 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on August 28 2018 Shareholders who purchased WCFB prior to the ex dividend date are eligible for the cash dividend payment This marks the 9th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YweYTXjtQOw/wcf-bancorp-inc-wcfb-ex-dividend-date-scheduled-for-august-10-2018-cm1004817
2018-01-01,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on August 21 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/LqX8R_-_COw/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-august-09-2018-cm1004006,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on August 21 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/LqX8R_-_COw/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-august-09-2018-cm1004006
2018-01-01,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on August 21 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JPEjC3JsJNk/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-august-09-2018-cm1004006,2018	First Interstate BancSystem Inc FIBK will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on August 21 2018 Shareholders who purchased FIBK prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JPEjC3JsJNk/first-interstate-bancsystem-inc-fibk-ex-dividend-date-scheduled-for-august-09-2018-cm1004006
2018-01-01,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on August 22 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_fjOnSxLo4U/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-august-09-2018-cm1003975,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on August 22 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_fjOnSxLo4U/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-august-09-2018-cm1003975
2018-01-01,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on August 22 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/l238hYSY_ko/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-august-09-2018-cm1003975,2018	Great Western Bancorp Inc GWB will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 25 per share is scheduled to be paid on August 22 2018 Shareholders who purchased GWB prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/l238hYSY_ko/great-western-bancorp-inc-gwb-ex-dividend-date-scheduled-for-august-09-2018-cm1003975
2018-01-01,2018	German American Bancorp Inc GABC will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on August 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wmYcEYI4Wc4/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-august-09-2018-cm1003963,2018	German American Bancorp Inc GABC will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on August 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wmYcEYI4Wc4/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-august-09-2018-cm1003963
2018-01-01,2018	German American Bancorp Inc GABC will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on August 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/b4S_OUmt-wo/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-august-09-2018-cm1003963,2018	German American Bancorp Inc GABC will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 15 per share is scheduled to be paid on August 20 2018 Shareholders who purchased GABC prior to the ex dividend date are eligible for the cash dividend payment This marks	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/b4S_OUmt-wo/german-american-bancorp-inc-gabc-ex-dividend-date-scheduled-for-august-09-2018-cm1003963
2018-01-01,2018	Heartland Financial USA Inc HTLF will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on August 31 2018 Shareholders who purchased HTLF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zOynRAlezQ0/heartland-financial-usa-inc-htlf-ex-dividend-date-scheduled-for-august-09-2018-cm1003962,2018	Heartland Financial USA Inc HTLF will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on August 31 2018 Shareholders who purchased HTLF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zOynRAlezQ0/heartland-financial-usa-inc-htlf-ex-dividend-date-scheduled-for-august-09-2018-cm1003962
2018-01-01,2018	SunTrust Banks Inc STI will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on September 17 2018 Shareholders who purchased STI prior to the ex dividend date are eligible for the cash dividend payment This represents an	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AYd9X_wdmHQ/suntrust-banks-inc-sti-ex-dividend-date-scheduled-for-august-30-2018-cm1014656,2018	SunTrust Banks Inc STI will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on September 17 2018 Shareholders who purchased STI prior to the ex dividend date are eligible for the cash dividend payment This represents an	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AYd9X_wdmHQ/suntrust-banks-inc-sti-ex-dividend-date-scheduled-for-august-30-2018-cm1014656
2018-01-01,2018	Heartland Financial USA Inc HTLF will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on August 31 2018 Shareholders who purchased HTLF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/cz5JK2H5DOA/heartland-financial-usa-inc-htlf-ex-dividend-date-scheduled-for-august-09-2018-cm1003962,2018	Heartland Financial USA Inc HTLF will begin trading ex dividend on August 09 2018 A cash dividend payment of 0 14 per share is scheduled to be paid on August 31 2018 Shareholders who purchased HTLF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/cz5JK2H5DOA/heartland-financial-usa-inc-htlf-ex-dividend-date-scheduled-for-august-09-2018-cm1003962
2018-01-01,2018	SunTrust Banks Inc STI will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on September 17 2018 Shareholders who purchased STI prior to the ex dividend date are eligible for the cash dividend payment This represents an	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5ci-gtS3-vc/suntrust-banks-inc-sti-ex-dividend-date-scheduled-for-august-30-2018-cm1014656,2018	SunTrust Banks Inc STI will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 5 per share is scheduled to be paid on September 17 2018 Shareholders who purchased STI prior to the ex dividend date are eligible for the cash dividend payment This represents an	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5ci-gtS3-vc/suntrust-banks-inc-sti-ex-dividend-date-scheduled-for-august-30-2018-cm1014656
2018-01-01,2018	Colony Bankcorp Inc CBAN will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on September 28 2018 Shareholders who purchased CBAN prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mTmwSOwUzqY/colony-bankcorp-inc-cban-ex-dividend-date-scheduled-for-august-30-2018-cm1014679,2018	Colony Bankcorp Inc CBAN will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on September 28 2018 Shareholders who purchased CBAN prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mTmwSOwUzqY/colony-bankcorp-inc-cban-ex-dividend-date-scheduled-for-august-30-2018-cm1014679
2018-01-01,2018	Old Line Bancshares Inc OLBK will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on September 28 2018 Shareholders who purchased OLBK prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ho3A6ZOQkk0/old-line-bancshares-inc-olbk-ex-dividend-date-scheduled-for-september-13-2018-cm1021425,2018	Old Line Bancshares Inc OLBK will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on September 28 2018 Shareholders who purchased OLBK prior to the ex dividend date are eligible for the cash dividend payment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ho3A6ZOQkk0/old-line-bancshares-inc-olbk-ex-dividend-date-scheduled-for-september-13-2018-cm1021425
