publishedAt,title,description
2018-01-03,2018-01-03	2018-01-03 16:19:00	TGT	Target Corporation	Is Target (TGT) Next on Amazon's (AMZN) Acquisition List?	Target Corporation TGT may be next on Amazon s AMZN buyout list This is what Loup Venture co founder Gene Munster predicts per media reports The forecast made by the famous tech analyst is enough to shake the retail industry which has certainly been facing the brunt of heightened	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eoc8V0czn4w/is-target-tgt-next-on-amazons-amzn-acquisition-list-cm899635,2018-01-03	2018-01-03 16:19:00	TGT	Target Corporation	Is Target (TGT) Next on Amazon's (AMZN) Acquisition List?	Target Corporation TGT may be next on Amazon s AMZN buyout list This is what Loup Venture co founder Gene Munster predicts per media reports The forecast made by the famous tech analyst is enough to shake the retail industry which has certainly been facing the brunt of heightened	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eoc8V0czn4w/is-target-tgt-next-on-amazons-amzn-acquisition-list-cm899635
2018-01-03,2018-01-03	2018-01-03 20:08:47	TGT	Target Corporation	Why Target Corporation Stock Still Has Plenty of Room for Profit	InvestorPlace Stock Market News Stock Advice amp Trading Tips The hype on Target Corporation NYSE TGT is getting a bit out of hand this week TGT stock was a considerable value play back in November when the shares were trading in the upper	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4Pm6x6cYVZU/why-target-corporation-stock-still-has-plenty-of-room-for-profit-cm899938,2018-01-03	2018-01-03 20:08:47	TGT	Target Corporation	Why Target Corporation Stock Still Has Plenty of Room for Profit	InvestorPlace Stock Market News Stock Advice amp Trading Tips The hype on Target Corporation NYSE TGT is getting a bit out of hand this week TGT stock was a considerable value play back in November when the shares were trading in the upper	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4Pm6x6cYVZU/why-target-corporation-stock-still-has-plenty-of-room-for-profit-cm899938
2018-01-04,2018-01-04	2018-01-04 22:00:00	TGT	Target Corporation	Retail's never ending nightmare: 4 trades	The &quot;Fast Money&quot; traders give you 4 ways to trade retail after a record holiday season.	https://finance.yahoo.com/video/retails-never-ending-nightmare-4-220000519.html?.tsrc=rss,2018-01-04	2018-01-04 22:00:00	TGT	Target Corporation	Retail's never ending nightmare: 4 trades	The &quot;Fast Money&quot; traders give you 4 ways to trade retail after a record holiday season.	https://finance.yahoo.com/video/retails-never-ending-nightmare-4-220000519.html?.tsrc=rss
2018-01-04,2018-01-04	2018-01-04 17:10:38	TGT	Target Corporation	3 Shopping Websites Teens Now Hate -- and 1 They Absolutely Love	Never underestimate the power of teen consumers There are an estimated 26 8 million teenagers in the U S accounting for 264 billion in total spending per year 160 and their tastes and fashion choices often set the course for retailers One site to rule them all Twice a year	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QzfVCp3Maao/3-shopping-websites-teens-now-hate-and-1-they-absolutely-love-cm900337,2018-01-04	2018-01-04 17:10:38	TGT	Target Corporation	3 Shopping Websites Teens Now Hate -- and 1 They Absolutely Love	Never underestimate the power of teen consumers There are an estimated 26 8 million teenagers in the U S accounting for 264 billion in total spending per year 160 and their tastes and fashion choices often set the course for retailers One site to rule them all Twice a year	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QzfVCp3Maao/3-shopping-websites-teens-now-hate-and-1-they-absolutely-love-cm900337
2018-01-05,2018-01-05	2018-01-05 17:15:00	TGT	Target Corporation	3 Retail Trends Investors Should Watch in 2018	The line between brick-and-mortar and online retail continues to blur as companies adopt new strategies to win over consumers.	https://finance.yahoo.com/news/3-retail-trends-investors-watch-171500900.html?.tsrc=rss,2018-01-05	2018-01-05 17:15:00	TGT	Target Corporation	3 Retail Trends Investors Should Watch in 2018	The line between brick-and-mortar and online retail continues to blur as companies adopt new strategies to win over consumers.	https://finance.yahoo.com/news/3-retail-trends-investors-watch-171500900.html?.tsrc=rss
2018-01-05,2018-01-05	2018-01-05 18:39:58	TGT	Target Corporation	Neiman Marcus Taps Ralph Lauren Exec To Get Back on Track	The department store has to win back its straying shoppers.	https://finance.yahoo.com/news/neiman-marcus-taps-ralph-lauren-183958759.html?.tsrc=rss,2018-01-05	2018-01-05 18:39:58	TGT	Target Corporation	Neiman Marcus Taps Ralph Lauren Exec To Get Back on Track	The department store has to win back its straying shoppers.	https://finance.yahoo.com/news/neiman-marcus-taps-ralph-lauren-183958759.html?.tsrc=rss
2018-01-05,2018-01-05	2018-01-05 19:10:12	TGT	Target Corporation	3 Retail Trends Investors Should Watch in 2018	On this episode of Industry Focus Consumer Goods Vincent Shen enlists the help of Fool com contributor Dan Kline to ring in the new year with three major trends that will drive retail in 2018 From the new face of omnichannel strategies to store showcases companies	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/9dvdc84IyCU/3-retail-trends-investors-should-watch-in-2018-cm901099,2018-01-05	2018-01-05 19:10:12	TGT	Target Corporation	3 Retail Trends Investors Should Watch in 2018	On this episode of Industry Focus Consumer Goods Vincent Shen enlists the help of Fool com contributor Dan Kline to ring in the new year with three major trends that will drive retail in 2018 From the new face of omnichannel strategies to store showcases companies	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/9dvdc84IyCU/3-retail-trends-investors-should-watch-in-2018-cm901099
2018-01-05,2018-01-05	2018-01-05 19:17:53	TGT	Target Corporation	Commentary: 3 Reasons Amazon Will Buy Target This Year	It would set up a U.S. retail duopoly.	https://finance.yahoo.com/news/commentary-3-reasons-amazon-buy-191753538.html?.tsrc=rss,2018-01-05	2018-01-05 19:17:53	TGT	Target Corporation	Commentary: 3 Reasons Amazon Will Buy Target This Year	It would set up a U.S. retail duopoly.	https://finance.yahoo.com/news/commentary-3-reasons-amazon-buy-191753538.html?.tsrc=rss
2018-01-05,2018-01-05	2018-01-05 22:08:55	TGT	Target Corporation	Alibaba Launches Major Expansion Of Supermarkets In Beijing	China e commerce leader Alibaba BABA is continuing a major push into brick and mortar retailing with plans to add 30 supermarkets in Beijing more than doubling its current store count ibd display video id 3065640 width 50 float left autostart true The supermarkets	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_YCMhwACNvg/alibaba-launches-major-expansion-of-supermarkets-in-beijing-cm901035,2018-01-05	2018-01-05 22:08:55	TGT	Target Corporation	Alibaba Launches Major Expansion Of Supermarkets In Beijing	China e commerce leader Alibaba BABA is continuing a major push into brick and mortar retailing with plans to add 30 supermarkets in Beijing more than doubling its current store count ibd display video id 3065640 width 50 float left autostart true The supermarkets	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_YCMhwACNvg/alibaba-launches-major-expansion-of-supermarkets-in-beijing-cm901035
2018-01-06,2018-01-06	2018-01-06 04:25:00	TGT	Target Corporation	2 More Giants Share a Taste of Their Tax-Cut Bonanza With Employees	American Airlines and Southwest join the companies announcing one-time bonuses.	https://finance.yahoo.com/news/2-more-giants-share-taste-042500104.html?.tsrc=rss,2018-01-06	2018-01-06 04:25:00	TGT	Target Corporation	2 More Giants Share a Taste of Their Tax-Cut Bonanza With Employees	American Airlines and Southwest join the companies announcing one-time bonuses.	https://finance.yahoo.com/news/2-more-giants-share-taste-042500104.html?.tsrc=rss
2018-01-06,2018-01-06	2018-01-06 06:07:22	TGT	Target Corporation	2 More Giants Share a Taste of Their Tax-Cut Bonanza With Employees	In this MarketFoolery 160 podcast host Mac Greer is joined by Million Dollar Portfolio s Matt Argersinger and Jason Moser to dig into the latest chatter around some major companies First they consider the news that American Airlines Group NASDAQ AAL	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/nBIrbTBzzUY/2-more-giants-share-a-taste-of-their-tax-cut-bonanza-with-employees-cm901337,2018-01-06	2018-01-06 06:07:22	TGT	Target Corporation	2 More Giants Share a Taste of Their Tax-Cut Bonanza With Employees	In this MarketFoolery 160 podcast host Mac Greer is joined by Million Dollar Portfolio s Matt Argersinger and Jason Moser to dig into the latest chatter around some major companies First they consider the news that American Airlines Group NASDAQ AAL	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/nBIrbTBzzUY/2-more-giants-share-a-taste-of-their-tax-cut-bonanza-with-employees-cm901337
2018-01-08,2018-01-08	2018-01-08 21:06:02	TGT	Target Corporation	3 Dividend Stocks With Better Yields Than Chevron	If you re a Chevron NYSE CVX 160 shareholder you likely bought the stock at least in part because of its attractive dividend At 3 4 the energy giant s yield is far above the broader market s 2 average You could do better though Below Motley Fool investors highlight	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Z4ihO7iKZS0/3-dividend-stocks-with-better-yields-than-chevron-cm901981,2018-01-08	2018-01-08 21:06:02	TGT	Target Corporation	3 Dividend Stocks With Better Yields Than Chevron	If you re a Chevron NYSE CVX 160 shareholder you likely bought the stock at least in part because of its attractive dividend At 3 4 the energy giant s yield is far above the broader market s 2 average You could do better though Below Motley Fool investors highlight	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Z4ihO7iKZS0/3-dividend-stocks-with-better-yields-than-chevron-cm901981
2018-01-08,2018-01-08	2018-01-08 19:05:36	TGT	Target Corporation	Amazon Talk Highlights Target Corporation Stock as a Buy	InvestorPlace Stock Market News Stock Advice amp Trading Tips If I were Target Corporation NYSE TGT CEO Brian Cornell I would tell my executive assistant to gladly take all calls from Amazon com Inc NASDAQ AMZN It could be	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xVJmIg9gSwQ/amazon-talk-highlights-target-corporation-stock-as-a-buy-cm901968,2018-01-08	2018-01-08 19:05:36	TGT	Target Corporation	Amazon Talk Highlights Target Corporation Stock as a Buy	InvestorPlace Stock Market News Stock Advice amp Trading Tips If I were Target Corporation NYSE TGT CEO Brian Cornell I would tell my executive assistant to gladly take all calls from Amazon com Inc NASDAQ AMZN It could be	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xVJmIg9gSwQ/amazon-talk-highlights-target-corporation-stock-as-a-buy-cm901968
2018-01-08,2018-01-08	2018-01-08 17:21:00	TGT	Target Corporation	Target Launches Brand Of Mom Jeans	Target Launches Brand Of Mom Jeans	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8jXbGHssMSQ/target-launches-brand-of-mom-jeans-20180108-01425,2018-01-08	2018-01-08 17:21:00	TGT	Target Corporation	Target Launches Brand Of Mom Jeans	Target Launches Brand Of Mom Jeans	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8jXbGHssMSQ/target-launches-brand-of-mom-jeans-20180108-01425
2018-01-08,2018-01-08	2018-01-08 12:33:44	TGT	Target Corporation	Could Costco Stock Outperform Walmart and Target in 2018?	Costco (COST) outperformed its peers Walmart (WMT) and Target (TGT) in 2017 with its sales and earnings growth rate.	http://finance.yahoo.com/r/db205557-4e2a-3e33-a6b4-650c1b4b297e/costco-stock-outperform-walmart-target-2018?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss,2018-01-08	2018-01-08 12:33:44	TGT	Target Corporation	Could Costco Stock Outperform Walmart and Target in 2018?	Costco (COST) outperformed its peers Walmart (WMT) and Target (TGT) in 2017 with its sales and earnings growth rate.	http://finance.yahoo.com/r/db205557-4e2a-3e33-a6b4-650c1b4b297e/costco-stock-outperform-walmart-target-2018?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss
2018-01-08,2018-01-08	2018-01-08 17:13:00	TGT	Target Corporation	Buying Target Increases Amazon's EPS By $5 To $8	Amazon buying Target would be very accretive to Amazon’s bottom line and would increase its number of retail locations	http://finance.yahoo.com/r/cb913834-9cf5-3955-acb8-745095dd0930/buying-target-increases-amazons-eps-by-5-to-8?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss,2018-01-08	2018-01-08 17:13:00	TGT	Target Corporation	Buying Target Increases Amazon's EPS By $5 To $8	Amazon buying Target would be very accretive to Amazon’s bottom line and would increase its number of retail locations	http://finance.yahoo.com/r/cb913834-9cf5-3955-acb8-745095dd0930/buying-target-increases-amazons-eps-by-5-to-8?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss
2018-01-08,2018-01-08	2018-01-08 16:09:08	TGT	Target Corporation	Target Sees RS Rating Rise To 74	The Relative Strength RS Rating for Target TGT headed into a new percentile Monday as it got a lift from 69 to 74 ibd display video id 2881825 width 50 float left autostart true This unique rating measures technical performance by showing how a stock s	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/J3B-6plBT10/target-sees-rs-rating-rise-to-74-cm901856,2018-01-08	2018-01-08 16:09:08	TGT	Target Corporation	Target Sees RS Rating Rise To 74	The Relative Strength RS Rating for Target TGT headed into a new percentile Monday as it got a lift from 69 to 74 ibd display video id 2881825 width 50 float left autostart true This unique rating measures technical performance by showing how a stock s	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/J3B-6plBT10/target-sees-rs-rating-rise-to-74-cm901856
2018-01-08,2018-01-08	2018-01-08 13:04:50	TGT	Target Corporation	44% of U.S. E-Commerce Sales in 2017 Went to Amazon	Amazon com NASDAQ AMZN is well known as the 800 pound gorilla of online retail and despite the efforts of many large traditional retailers to get bigger pieces of the action it continues to dominate The 44 of online sales it made however only adds up to 4 of total retail	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eFPlNE035dc/44-of-us-e-commerce-sales-in-2017-went-to-amazon-cm901557,2018-01-08	2018-01-08 13:04:50	TGT	Target Corporation	44% of U.S. E-Commerce Sales in 2017 Went to Amazon	Amazon com NASDAQ AMZN is well known as the 800 pound gorilla of online retail and despite the efforts of many large traditional retailers to get bigger pieces of the action it continues to dominate The 44 of online sales it made however only adds up to 4 of total retail	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eFPlNE035dc/44-of-us-e-commerce-sales-in-2017-went-to-amazon-cm901557
2018-01-08,2018-01-08	2018-01-08 17:21:00	TGT	Target Corporation	Target Launches Brand Of Mom Jeans	Target Launches Brand Of Mom Jeans	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/H6rrli3b_4U/target-launches-brand-of-mom-jeans-20180108-01425,2018-01-08	2018-01-08 17:21:00	TGT	Target Corporation	Target Launches Brand Of Mom Jeans	Target Launches Brand Of Mom Jeans	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/H6rrli3b_4U/target-launches-brand-of-mom-jeans-20180108-01425
2018-01-09,2018-01-09	2018-01-09 16:44:44	TGT	Target Corporation	Target Proves It Can Compete in the Age of Amazon	Target Corp.'s holiday results show its strategy to counter the growing dominance of Amazon.com Inc. is paying off.	http://finance.yahoo.com/r/c528a13a-c5b2-3849-ab14-fb4581119b38/target-proves-it-can-compete-in-the-age-of-amazon-1515516282?mod=yahoo_hs&yptr=yahoo&.tsrc=rss,2018-01-09	2018-01-09 16:44:44	TGT	Target Corporation	Target Proves It Can Compete in the Age of Amazon	Target Corp.'s holiday results show its strategy to counter the growing dominance of Amazon.com Inc. is paying off.	http://finance.yahoo.com/r/c528a13a-c5b2-3849-ab14-fb4581119b38/target-proves-it-can-compete-in-the-age-of-amazon-1515516282?mod=yahoo_hs&yptr=yahoo&.tsrc=rss
2018-01-09,2018-01-09	2018-01-09 23:05:56	TGT	Target Corporation	4 Retail Stocks That May Find Favor with Brokers in 2018	The Retail Wholesale sector is hogging all the attention and this time for good reasons For the time being the expression retail apocalypse appears to be a thing of past The sector has certainly been bearing the brunt of heightened online competition lower footfall and changing	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-tycCM-oCXI/4-retail-stocks-that-may-find-favor-with-brokers-in-2018-cm902768,2018-01-09	2018-01-09 23:05:56	TGT	Target Corporation	4 Retail Stocks That May Find Favor with Brokers in 2018	The Retail Wholesale sector is hogging all the attention and this time for good reasons For the time being the expression retail apocalypse appears to be a thing of past The sector has certainly been bearing the brunt of heightened online competition lower footfall and changing	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-tycCM-oCXI/4-retail-stocks-that-may-find-favor-with-brokers-in-2018-cm902768
2018-01-09,2018-01-09	2018-01-09 22:08:25	TGT	Target Corporation	Sprouts Farmers Market Flirts With Buy Point After Signaling Strong Earnings	Sprouts Farmers Market SFM 160 initially moved into a buy zone after delivering some pleasing preliminary earnings results But shares reversed to close lower ibd display video id 3072810 width 50 float left autostart true The natural foods grocery store chain said	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xaWVRA3nGGQ/sprouts-farmers-market-flirts-with-buy-point-after-signaling-strong-earnings-cm902624,2018-01-09	2018-01-09 22:08:25	TGT	Target Corporation	Sprouts Farmers Market Flirts With Buy Point After Signaling Strong Earnings	Sprouts Farmers Market SFM 160 initially moved into a buy zone after delivering some pleasing preliminary earnings results But shares reversed to close lower ibd display video id 3072810 width 50 float left autostart true The natural foods grocery store chain said	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xaWVRA3nGGQ/sprouts-farmers-market-flirts-with-buy-point-after-signaling-strong-earnings-cm902624
2018-01-09,2018-01-09	2018-01-09 22:06:17	TGT	Target Corporation	Target Pops On Holiday Sales But These 3 Specialty Retailers Dive	Target TGT joined other retailers in reporting a holiday sales boom and raising its profit forecast but Urban Outfitters URBN American Eagle AEO and Express Inc EXPR reported lackluster store traffic and offered a glum profit and	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SU4Y41qScYw/target-pops-on-holiday-sales-but-these-3-specialty-retailers-dive-cm902551,2018-01-09	2018-01-09 22:06:17	TGT	Target Corporation	Target Pops On Holiday Sales But These 3 Specialty Retailers Dive	Target TGT joined other retailers in reporting a holiday sales boom and raising its profit forecast but Urban Outfitters URBN American Eagle AEO and Express Inc EXPR reported lackluster store traffic and offered a glum profit and	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SU4Y41qScYw/target-pops-on-holiday-sales-but-these-3-specialty-retailers-dive-cm902551
2018-01-09,2018-01-09	2018-01-09 19:30:31	TGT	Target Corporation	Circuit City Wants to Make a Comeback Online	The once-bankrupt electronics retailer will relaunch its e-commerce site next month.	https://finance.yahoo.com/news/circuit-city-wants-comeback-online-193031032.html?.tsrc=rss,2018-01-09	2018-01-09 19:30:31	TGT	Target Corporation	Circuit City Wants to Make a Comeback Online	The once-bankrupt electronics retailer will relaunch its e-commerce site next month.	https://finance.yahoo.com/news/circuit-city-wants-comeback-online-193031032.html?.tsrc=rss
2018-01-09,2018-01-09	2018-01-09 18:22:57	TGT	Target Corporation	Midday Update: Wall Street Rally Continues As Strong Holiday Sales Lead Into Q4 Earnings Season	Wall Street scaled new record highs on Tuesday as investors digested upbeat holiday sales from Target TGT and record sales from component stock Boeing BA before the start of what is expected to be another strong earnings season Wall Street scaled new record highs on Tuesday as	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/T6v_ownuefQ/midday-update-wall-street-rally-continues-as-strong-holiday-sales-lead-into-q4-earnings-season-cm902619,2018-01-09	2018-01-09 18:22:57	TGT	Target Corporation	Midday Update: Wall Street Rally Continues As Strong Holiday Sales Lead Into Q4 Earnings Season	Wall Street scaled new record highs on Tuesday as investors digested upbeat holiday sales from Target TGT and record sales from component stock Boeing BA before the start of what is expected to be another strong earnings season Wall Street scaled new record highs on Tuesday as	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/T6v_ownuefQ/midday-update-wall-street-rally-continues-as-strong-holiday-sales-lead-into-q4-earnings-season-cm902619
