publishedAt,title,description
2018-07-06,2018-07-06	2018-07-06 01:49:27	BABA	Alibaba Group Holding Limited	JD.com Could Be Returning to Russia	JD com NASDAQ JD the second largest e commerce player in China could be returning to Russia soon according to 160 a recent Kommersant report JD previously entered the Russian market in 2015 but retreated a year later after struggling with cross border logistics	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/qABhe25PTzU/jdcom-could-be-returning-to-russia-cm987692,2018-07-06	2018-07-06 01:49:27	BABA	Alibaba Group Holding Limited	JD.com Could Be Returning to Russia	JD com NASDAQ JD the second largest e commerce player in China could be returning to Russia soon according to 160 a recent Kommersant report JD previously entered the Russian market in 2015 but retreated a year later after struggling with cross border logistics	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/qABhe25PTzU/jdcom-could-be-returning-to-russia-cm987692
2018-07-06,2018-07-06	2018-07-06 16:57:52	BABA	Alibaba Group Holding Limited	Tesla factory under investigation; Biogen soars; bearish call on Square; Alibaba price target lowered	Yahoo Finance’s Seana Smith on the stocks making headlines in midday trading Friday.	https://finance.yahoo.com/video/tesla-factory-under-investigation-biogen-165752376.html?.tsrc=rss,2018-07-06	2018-07-06 16:57:52	BABA	Alibaba Group Holding Limited	Tesla factory under investigation; Biogen soars; bearish call on Square; Alibaba price target lowered	Yahoo Finance’s Seana Smith on the stocks making headlines in midday trading Friday.	https://finance.yahoo.com/video/tesla-factory-under-investigation-biogen-165752376.html?.tsrc=rss
2018-07-07,2018-07-07	2018-07-07 19:09:00	BABA	Alibaba Group Holding Limited	Is Alibaba&apos;s Cloud Business Really Bigger Than IBM&apos;s?	Don&apos;t confuse the growth of Alibaba&apos;s public cloud unit with IBM&apos;s entire cloud business.	https://finance.yahoo.com/news/alibaba-apos-cloud-business-really-190900137.html?.tsrc=rss,2018-07-07	2018-07-07 19:09:00	BABA	Alibaba Group Holding Limited	Is Alibaba&apos;s Cloud Business Really Bigger Than IBM&apos;s?	Don&apos;t confuse the growth of Alibaba&apos;s public cloud unit with IBM&apos;s entire cloud business.	https://finance.yahoo.com/news/alibaba-apos-cloud-business-really-190900137.html?.tsrc=rss
2018-07-07,2018-07-07	2018-07-07 21:06:30	BABA	Alibaba Group Holding Limited	Is Alibaba's Cloud Business Really Bigger Than IBM's?	Alibaba NYSE BABA is widely known as China s top e commerce company but it s also the country s top cloud services provider Over the past few years it expanded its cloud business internationally and it currently serves multinational companies like Nestle SAP	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mzu0DX3MgQU/is-alibabas-cloud-business-really-bigger-than-ibms-cm988327,2018-07-07	2018-07-07 21:06:30	BABA	Alibaba Group Holding Limited	Is Alibaba's Cloud Business Really Bigger Than IBM's?	Alibaba NYSE BABA is widely known as China s top e commerce company but it s also the country s top cloud services provider Over the past few years it expanded its cloud business internationally and it currently serves multinational companies like Nestle SAP	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mzu0DX3MgQU/is-alibabas-cloud-business-really-bigger-than-ibms-cm988327
2018-07-07,2018-07-07	2018-07-07 21:06:30	BABA	Alibaba Group Holding Limited	Is Alibaba's Cloud Business Really Bigger Than IBM's?	Alibaba NYSE BABA is widely known as China s top e commerce company but it s also the country s top cloud services provider Over the past few years it expanded its cloud business internationally and it currently serves multinational companies like Nestle SAP	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/G29gZt6eYHE/is-alibabas-cloud-business-really-bigger-than-ibms-cm988327,2018-07-07	2018-07-07 21:06:30	BABA	Alibaba Group Holding Limited	Is Alibaba's Cloud Business Really Bigger Than IBM's?	Alibaba NYSE BABA is widely known as China s top e commerce company but it s also the country s top cloud services provider Over the past few years it expanded its cloud business internationally and it currently serves multinational companies like Nestle SAP	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/G29gZt6eYHE/is-alibabas-cloud-business-really-bigger-than-ibms-cm988327
2018-07-09,2018-07-09	2018-07-09 20:08:01	BABA	Alibaba Group Holding Limited	Why Groupon Stock Is Surging Today	InvestorPlace Stock Market News Stock Advice amp Trading Tips Groupon NASDAQ GRPN stock was up on Monday following news over the weekend that the company is looking for a buyer Source Shutterstock According to this recent report 160 Groupon has been seeking a	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-eXXrnWCKaY/why-groupon-stock-is-surging-today-cm988807,2018-07-09	2018-07-09 20:08:01	BABA	Alibaba Group Holding Limited	Why Groupon Stock Is Surging Today	InvestorPlace Stock Market News Stock Advice amp Trading Tips Groupon NASDAQ GRPN stock was up on Monday following news over the weekend that the company is looking for a buyer Source Shutterstock According to this recent report 160 Groupon has been seeking a	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-eXXrnWCKaY/why-groupon-stock-is-surging-today-cm988807
2018-07-09,2018-07-09	2018-07-09 20:08:01	BABA	Alibaba Group Holding Limited	Why Groupon Stock Is Surging Today	InvestorPlace Stock Market News Stock Advice amp Trading Tips Groupon NASDAQ GRPN stock was up on Monday following news over the weekend that the company is looking for a buyer Source Shutterstock According to this recent report 160 Groupon has been seeking a	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XGeCDnG0vaA/why-groupon-stock-is-surging-today-cm988807,2018-07-09	2018-07-09 20:08:01	BABA	Alibaba Group Holding Limited	Why Groupon Stock Is Surging Today	InvestorPlace Stock Market News Stock Advice amp Trading Tips Groupon NASDAQ GRPN stock was up on Monday following news over the weekend that the company is looking for a buyer Source Shutterstock According to this recent report 160 Groupon has been seeking a	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XGeCDnG0vaA/why-groupon-stock-is-surging-today-cm988807
2018-07-09,2018-07-09	2018-07-09 19:06:18	BABA	Alibaba Group Holding Limited	Here's Why Starbucks (SBUX) Stock Climbed Today	Shares of Starbucks SBUX surged over 2 on Monday following two significant pieces of news regarding the recently struggling coffee powerhouse including a possible Alibaba BABA partnership to help boost growth in China China Departing Starbucks CEO Howard Schultz told reporters	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/VF9ba7uuWIw/heres-why-starbucks-sbux-stock-climbed-today-cm988737,2018-07-09	2018-07-09 19:06:18	BABA	Alibaba Group Holding Limited	Here's Why Starbucks (SBUX) Stock Climbed Today	Shares of Starbucks SBUX surged over 2 on Monday following two significant pieces of news regarding the recently struggling coffee powerhouse including a possible Alibaba BABA partnership to help boost growth in China China Departing Starbucks CEO Howard Schultz told reporters	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/VF9ba7uuWIw/heres-why-starbucks-sbux-stock-climbed-today-cm988737
2018-07-09,2018-07-09	2018-07-09 19:06:18	BABA	Alibaba Group Holding Limited	Here's Why Starbucks (SBUX) Stock Climbed Today	Shares of Starbucks SBUX surged over 2 on Monday following two significant pieces of news regarding the recently struggling coffee powerhouse including a possible Alibaba BABA partnership to help boost growth in China China Departing Starbucks CEO Howard Schultz told reporters	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TXBOMp9Cfp4/heres-why-starbucks-sbux-stock-climbed-today-cm988737,2018-07-09	2018-07-09 19:06:18	BABA	Alibaba Group Holding Limited	Here's Why Starbucks (SBUX) Stock Climbed Today	Shares of Starbucks SBUX surged over 2 on Monday following two significant pieces of news regarding the recently struggling coffee powerhouse including a possible Alibaba BABA partnership to help boost growth in China China Departing Starbucks CEO Howard Schultz told reporters	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TXBOMp9Cfp4/heres-why-starbucks-sbux-stock-climbed-today-cm988737
2018-07-09,2018-07-09	2018-07-09 15:10:31	BABA	Alibaba Group Holding Limited	Groupon (GRPN) Reportedly On Lookout For a Potential Buyer	Groupon Inc GRPN is searching a prospective buyer per a Recode report In the past month the company s executives and bankers have been aggressively pursuing various public listed companies to bid for Groupon Recode cited two people familiar with the approach as their source	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rMAt0iT_m-o/groupon-grpn-reportedly-on-lookout-for-a-potential-buyer-cm988519,2018-07-09	2018-07-09 15:10:31	BABA	Alibaba Group Holding Limited	Groupon (GRPN) Reportedly On Lookout For a Potential Buyer	Groupon Inc GRPN is searching a prospective buyer per a Recode report In the past month the company s executives and bankers have been aggressively pursuing various public listed companies to bid for Groupon Recode cited two people familiar with the approach as their source	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rMAt0iT_m-o/groupon-grpn-reportedly-on-lookout-for-a-potential-buyer-cm988519
2018-07-09,2018-07-09	2018-07-09 15:10:31	BABA	Alibaba Group Holding Limited	Groupon (GRPN) Reportedly On Lookout For a Potential Buyer	Groupon Inc GRPN is searching a prospective buyer per a Recode report In the past month the company s executives and bankers have been aggressively pursuing various public listed companies to bid for Groupon Recode cited two people familiar with the approach as their source	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fNT2GjsCllg/groupon-grpn-reportedly-on-lookout-for-a-potential-buyer-cm988519,2018-07-09	2018-07-09 15:10:31	BABA	Alibaba Group Holding Limited	Groupon (GRPN) Reportedly On Lookout For a Potential Buyer	Groupon Inc GRPN is searching a prospective buyer per a Recode report In the past month the company s executives and bankers have been aggressively pursuing various public listed companies to bid for Groupon Recode cited two people familiar with the approach as their source	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fNT2GjsCllg/groupon-grpn-reportedly-on-lookout-for-a-potential-buyer-cm988519
2018-07-09,2018-07-09	2018-07-09 15:09:48	BABA	Alibaba Group Holding Limited	3 Potential Buyers of Groupon	The next big deal on Groupon NASDAQ GRPN 160 could be Groupon itself Recode is reporting that the leading online provider of local flash sales is reaching out to possible suitors At least two sources tell Recode that Groupon executives and investment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XzSqaEC9joQ/3-potential-buyers-of-groupon-cm988551,2018-07-09	2018-07-09 15:09:48	BABA	Alibaba Group Holding Limited	3 Potential Buyers of Groupon	The next big deal on Groupon NASDAQ GRPN 160 could be Groupon itself Recode is reporting that the leading online provider of local flash sales is reaching out to possible suitors At least two sources tell Recode that Groupon executives and investment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XzSqaEC9joQ/3-potential-buyers-of-groupon-cm988551
2018-07-09,2018-07-09	2018-07-09 15:09:48	BABA	Alibaba Group Holding Limited	3 Potential Buyers of Groupon	The next big deal on Groupon NASDAQ GRPN 160 could be Groupon itself Recode is reporting that the leading online provider of local flash sales is reaching out to possible suitors At least two sources tell Recode that Groupon executives and investment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/hIMI_DDo37M/3-potential-buyers-of-groupon-cm988551,2018-07-09	2018-07-09 15:09:48	BABA	Alibaba Group Holding Limited	3 Potential Buyers of Groupon	The next big deal on Groupon NASDAQ GRPN 160 could be Groupon itself Recode is reporting that the leading online provider of local flash sales is reaching out to possible suitors At least two sources tell Recode that Groupon executives and investment	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/hIMI_DDo37M/3-potential-buyers-of-groupon-cm988551
2018-07-09,2018-07-09	2018-07-09 15:28:41	BABA	Alibaba Group Holding Limited	Why Groupon Stock Is Surging Today	Groupon (NASDAQ:GRPN) stock was up on Monday following news over the weekend that the company is looking for a buyer.Source: Shutterstock	https://finance.yahoo.com/news/why-groupon-stock-surging-today-152841499.html?.tsrc=rss,2018-07-09	2018-07-09 15:28:41	BABA	Alibaba Group Holding Limited	Why Groupon Stock Is Surging Today	Groupon (NASDAQ:GRPN) stock was up on Monday following news over the weekend that the company is looking for a buyer.Source: Shutterstock	https://finance.yahoo.com/news/why-groupon-stock-surging-today-152841499.html?.tsrc=rss
2018-07-10,2018-07-10	2018-07-10 16:09:58	BABA	Alibaba Group Holding Limited	Alibaba Ties Up With Guess to Boost Presence in Fashion World	Alibaba Group Holding Limited BABA is leaving no stone unturned to fortify its presence in the retail industry The company has extended its partnership with Guess Inc GES deploy its FashionAI technology to deliver enhanced and smart shopping experience to customers Alibaba	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Nb6BQAqQ9RY/alibaba-ties-up-with-guess-to-boost-presence-in-fashion-world-cm989193,2018-07-10	2018-07-10 16:09:58	BABA	Alibaba Group Holding Limited	Alibaba Ties Up With Guess to Boost Presence in Fashion World	Alibaba Group Holding Limited BABA is leaving no stone unturned to fortify its presence in the retail industry The company has extended its partnership with Guess Inc GES deploy its FashionAI technology to deliver enhanced and smart shopping experience to customers Alibaba	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Nb6BQAqQ9RY/alibaba-ties-up-with-guess-to-boost-presence-in-fashion-world-cm989193
2018-07-10,2018-07-10	2018-07-10 23:07:32	BABA	Alibaba Group Holding Limited	Could Alibaba Stock Really Soar More Than 50%?	InvestorPlace Stock Market News Stock Advice amp Trading Tips Alibaba Holding Group NYSE BABA hasn t had the best few weeks After BABA stock hit a high just over 210 in mid June shares quickly cascaded lower falling to almost 180 by July I	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ka3K7MwsVzw/could-alibaba-stock-really-soar-more-than-50-cm989441,2018-07-10	2018-07-10 23:07:32	BABA	Alibaba Group Holding Limited	Could Alibaba Stock Really Soar More Than 50%?	InvestorPlace Stock Market News Stock Advice amp Trading Tips Alibaba Holding Group NYSE BABA hasn t had the best few weeks After BABA stock hit a high just over 210 in mid June shares quickly cascaded lower falling to almost 180 by July I	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ka3K7MwsVzw/could-alibaba-stock-really-soar-more-than-50-cm989441
2018-07-10,2018-07-10	2018-07-10 23:07:32	BABA	Alibaba Group Holding Limited	Could Alibaba Stock Really Soar More Than 50%?	InvestorPlace Stock Market News Stock Advice amp Trading Tips Alibaba Holding Group NYSE BABA hasn t had the best few weeks After BABA stock hit a high just over 210 in mid June shares quickly cascaded lower falling to almost 180 by July I	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1dLfhW-ptvw/could-alibaba-stock-really-soar-more-than-50-cm989441,2018-07-10	2018-07-10 23:07:32	BABA	Alibaba Group Holding Limited	Could Alibaba Stock Really Soar More Than 50%?	InvestorPlace Stock Market News Stock Advice amp Trading Tips Alibaba Holding Group NYSE BABA hasn t had the best few weeks After BABA stock hit a high just over 210 in mid June shares quickly cascaded lower falling to almost 180 by July I	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1dLfhW-ptvw/could-alibaba-stock-really-soar-more-than-50-cm989441
2018-07-10,2018-07-10	2018-07-10 20:54:00	BABA	Alibaba Group Holding Limited	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UXpy2jBVD0A/former-apple-employee-charged-with-stealing-secrets-for-chinese-firm-20180710-01284,2018-07-10	2018-07-10 20:54:00	BABA	Alibaba Group Holding Limited	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UXpy2jBVD0A/former-apple-employee-charged-with-stealing-secrets-for-chinese-firm-20180710-01284
2018-07-10,2018-07-10	2018-07-10 20:54:00	BABA	Alibaba Group Holding Limited	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wbvjNkhc32w/former-apple-employee-charged-with-stealing-secrets-for-chinese-firm-20180710-01284,2018-07-10	2018-07-10 20:54:00	BABA	Alibaba Group Holding Limited	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	Former Apple Employee Charged With Stealing Secrets For Chinese Firm	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wbvjNkhc32w/former-apple-employee-charged-with-stealing-secrets-for-chinese-firm-20180710-01284
2018-07-10,2018-07-10	2018-07-10 18:06:54	BABA	Alibaba Group Holding Limited	5 China Internet Stocks to Buy on the Dip	InvestorPlace Stock Market News Stock Advice amp Trading Tips China internet stocks were once the hottest investment on Wall Street The narrative was pretty straightforward China internet companies found themselves at the heart of one of the hottest trends in recent memory the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/FOKaTyjEKFA/5-china-internet-stocks-to-buy-on-the-dip-cm989304,2018-07-10	2018-07-10 18:06:54	BABA	Alibaba Group Holding Limited	5 China Internet Stocks to Buy on the Dip	InvestorPlace Stock Market News Stock Advice amp Trading Tips China internet stocks were once the hottest investment on Wall Street The narrative was pretty straightforward China internet companies found themselves at the heart of one of the hottest trends in recent memory the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/FOKaTyjEKFA/5-china-internet-stocks-to-buy-on-the-dip-cm989304
2018-07-10,2018-07-10	2018-07-10 18:06:54	BABA	Alibaba Group Holding Limited	5 China Internet Stocks to Buy on the Dip	InvestorPlace Stock Market News Stock Advice amp Trading Tips China internet stocks were once the hottest investment on Wall Street The narrative was pretty straightforward China internet companies found themselves at the heart of one of the hottest trends in recent memory the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wiRzckiBULI/5-china-internet-stocks-to-buy-on-the-dip-cm989304,2018-07-10	2018-07-10 18:06:54	BABA	Alibaba Group Holding Limited	5 China Internet Stocks to Buy on the Dip	InvestorPlace Stock Market News Stock Advice amp Trading Tips China internet stocks were once the hottest investment on Wall Street The narrative was pretty straightforward China internet companies found themselves at the heart of one of the hottest trends in recent memory the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wiRzckiBULI/5-china-internet-stocks-to-buy-on-the-dip-cm989304
2018-07-10,2018-07-10	2018-07-10 16:09:58	BABA	Alibaba Group Holding Limited	Alibaba Ties Up With Guess to Boost Presence in Fashion World	Alibaba Group Holding Limited BABA is leaving no stone unturned to fortify its presence in the retail industry The company has extended its partnership with Guess Inc GES deploy its FashionAI technology to deliver enhanced and smart shopping experience to customers Alibaba	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/nQZ0Qzsy_A0/alibaba-ties-up-with-guess-to-boost-presence-in-fashion-world-cm989193,2018-07-10	2018-07-10 16:09:58	BABA	Alibaba Group Holding Limited	Alibaba Ties Up With Guess to Boost Presence in Fashion World	Alibaba Group Holding Limited BABA is leaving no stone unturned to fortify its presence in the retail industry The company has extended its partnership with Guess Inc GES deploy its FashionAI technology to deliver enhanced and smart shopping experience to customers Alibaba	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/nQZ0Qzsy_A0/alibaba-ties-up-with-guess-to-boost-presence-in-fashion-world-cm989193
