publishedAt,title,description
2018-01-09,"Recognizing the bravery and heroism of the volunteer firefighters and first responders in our communities, New Jersey American Water announces its 2018 grant program for volunteer fire departments and emergency responders located in the company’s service areas.",New Jersey American Water Announces Eighth Annual First Responder Grant Program
2018-01-09,The utility sector is currently undergoing a transition as the primary fuel source coal is being replaced by natural gas and we could notice increased usage of clean energy to produce electricity The new U S administration s coal friendly moves will definitely lead to some of the coal,Utilities' Steady Performance Makes for Safe Investment Choice
2018-01-09,"This high-yielding global infrastructure giant&apos;s water business might be tiny now, but it expects it to be a big growth driver in the coming years.",1 Top Water Stock to Buy Now
2018-01-10,"Zacks Industry Outlook Highlights: American Water Works, NextEra, York Water and CenterPoint","Zacks Industry Outlook Highlights: American Water Works, NextEra, York Water and CenterPoint"
2018-01-10,For Immediate Release Chicago IL January 10 2018 Today Zacks Equity Research discusses the Utilities including American Water Works Company AWK NextEra Energy NEE The York Water Company YORW and CenterPoint Energy CNP Industry Utilities Part 2 Link 160 160 160,"Zacks Industry Outlook Highlights: American Water Works, NextEra, York Water and CenterPoint"
2018-01-10,"This article is a part of InvestorPlace’s Best ETFs for 2018 contest.  James Brumley’s pick for the contest is Powershares Water Resource Portfolio (NASDAQ:PHO).  Water is one of those areas, putting the Powershares Water Resource Portfolio ETF (NASDAQ:PHO) at the top of a short list of ways to tap into this surprisingly lucrative business.",Best ETFs for 2018: Powershares Water Resource Portfolio Is a Pack Leader
2018-01-10,InvestorPlace Stock Market News Stock Advice amp Trading Tips This article is a part of InvestorPlace s Best ETFs for 2018 contest James Brumley s pick for the contest is 160 Powershares Water Resource Portfolio 160 NASDAQ,Best ETFs for 2018: Powershares Water Resource Portfolio Is a Pack Leader
2018-01-11,Global Water Resources Inc GWRS will begin trading ex dividend on January 12 2018 A cash dividend payment of 0 024 per share is scheduled to be paid on January 30 2018 Shareholders who purchased GWRS prior to the ex dividend date are eligible for the cash dividend payment,"Global Water Resources, Inc. (GWRS) Ex-Dividend Date Scheduled for January 12, 2018"
2018-01-12,Toward the end of trading Friday the Dow traded up 0 72 percent to 25 757 70 while the NASDAQ climbed 0 51 percent to 7 248 81 The S amp P also rose gaining 0 49 percent to 2 780 97 Leading and Lagging Sectors Friday afternoon the technology sector proved to be a source,Mid-Afternoon Market Update: Tuniu Gains After Announcing $100M Share Repurchase Program; Aradigm Shares Slide
2018-01-12,Looking at the universe of stocks we cover at Dividend Channel in trading on Friday shares of American Water Works Co Inc Symbol AWK were yielding above the 2 mark based on its quarterly dividend annualized to 1 66 with the stock changing hands as low as 80 57 on the day,AWK Dividend Yield Pushes Past 2%
2018-01-12,Looking at the sectors faring worst as of midday Friday shares of Utilities companies are underperforming other sectors showing a 0 3 loss Within that group American Water Works Co Inc Symbol AWK and Edison International Symbol EIX are two of the day s laggards showing a loss of 4,"Friday Sector Laggards: Utilities, Consumer Products"
2018-01-12,Midway through trading Friday the Dow traded up 0 79 percent to 25 776 71 while the NASDAQ climbed 0 57 percent to 7 252 69 The S amp P also rose gaining 0 49 percent to 2 781 24 Leading and Lagging Sectors On Friday the technology sector proved to be a source of strength for,Mid-Day Market Update: Dow Surges Over 200 Points; AquaBounty Technologies Shares Plummet
2018-01-12,In trading on Friday shares of American Water Works Co Inc Symbol AWK crossed below their 200 day moving average of 82 73 changing hands as low as 81 13 per share American Water Works Co Inc shares are currently trading down about 2 9 on the day The chart below shows the one,AWK Crosses Below Key Moving Average Level
2018-01-12,In trading on Friday shares of American Water Works Co Inc Symbol AWK entered into oversold territory changing hands as low as 81 13 per share We define oversold territory using the Relative Strength Index or RSI which is a technical analysis indicator used to measure momentum on a,American Water Works Stock Getting Very Oversold
2018-01-16,American Water Works Affirms 2017 Adj. EPS Guidance - Quick Facts,American Water Works Affirms 2017 Adj. EPS Guidance - Quick Facts
2018-01-16,"American Water Works Company, Inc. , the largest publicly-traded U.S. water and wastewater utility company, announced in a Form 8-K furnished to the SEC today an update to its previously issued earnings guidance, which includes estimated impacts of the Tax Cuts and Jobs Act .",American Water Affirms 2018 GAAP EPS Guidance Range of $3.22 to $3.32 Per Diluted Share and Long-Term Adjusted EPS Compound Annual Growth Rate of 7 to 10 Percent
2018-01-16,"Water stocks had a good 2017, with the larger water utility stocks, including American Water Works and Aqua America, easily beating the broader market.",The Best Water Stocks of 2017 -- How the 10 Largest Water Utilities Stacked Up
2018-01-16,Water stocks particularly water utility stocks have been having a great run in recent years Despite most of the group pulling back beginning in mid 2016 which we can largely attribute to expectations of rising interest rates water utility stocks turned in a good 2017 Water,The Best Water Stocks of 2017 -- How the 10 Largest Water Utilities Stacked Up
2018-01-16,Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel we have compared the trading price of each holding against the average analyst 12 month forward target price and computed the weighted average implied analyst target price for the ETF itself For,Implied RYU Analyst Target Price: $93
2018-01-18,"The application process is now open for Illinois American Water’s 2018 Environmental Grant Program. The program supports innovative, community-based environmental projects that improve, restore or protect watersheds through partnerships.",Illinois American Water Announces 2018 Environmental Grant Program
2018-01-19,Connecticut Water Services Inc CTWS continues to strengthen its water infrastructure to deliver safe and potable water to the customers and communities in its service territories The company has invested 17 million in 2017 to replace old and aging pipelines and aims to invest nearly 17,Connecticut Water Continues to Fortify Water Infrastructure
2018-01-19,"Pennsylvania American Water, a subsidiary of American Water , is the largest investor-owned water utility in the state, providing high-quality and reliable water and/or wastewater services to approximately 2.3 million people.",Company Profile for Pennsylvania American Water
2018-01-22,"Moody's Investors Service, (""Moody's"") has changed the rating outlooks to negative from stable for 24 regulated utilities and utility holding companies; and to stable from positive for one utility ...","Mobile (City of) AL, I.D.B. -- Moody's changes outlooks on 25 US regulated utilities primarily impacted by tax reform"
2018-01-23,Looking at the sectors faring best as of midday Tuesday shares of Utilities companies are outperforming other sectors higher by 1 1 Within the sector NextEra Energy Inc Symbol NEE and American Water Works Co Inc Symbol AWK are two of the day s stand outs showing a gain of 1 8,"Tuesday Sector Leaders: Utilities, Financial"
2018-01-24,"American Water , the largest publicly traded U.S. water and wastewater utility company, announced today that applications are now being accepted by its participating state subsidiaries for the company’s 2018 Environmental Grant Program awards.",American Water Accepting Applications for 2018 Environmental Grant Program
2018-01-25,Pennsylvania American Water today announced that applications are being accepted for its 2018 Stream of Learning Scholarship Program to provide financial assistance to high school seniors who are planning to pursue careers in the water and wastewater industry.,Pennsylvania American Water Kicks Off 2018 Stream of Learning Scholarship Program
2018-01-29,"Beth Matthews has been promoted to Director of Engineering for Illinois American Water and Iowa American Water. In her new role, Matthews will manage and coordinate capital investment projects and engineering activities in both states.",Illinois American Water and Iowa American Water Announce New Director of Engineering
2018-01-30,"American States Water Company (AWR) has increased its dividend for the past 50 consecutive years.  In comparison, the Utilities Select Sector SPDR ETF (XLU) is currently trading at a yield of 3.5%.  American States Water raised its dividend by 4%, compounded annually, over the last five years, in line with the industry average.",American States Water’s Stable Dividend Profile
2018-01-30,"As part of an annual maintenance program for its water distribution system, New Jersey American Water will temporarily change the water treatment process from a chloramine residual to free chlorine residual at the company’s Raritan-Millstone and Canal Road Surface Water Treatment plants.",New Jersey American Water Implements Temporary Treatment Changes in Water Treatment Plants Serving Central and Northern Parts of the State
2018-01-31,"The CEO of America's largest water utility warned that a federal push to streamline permits for infrastructure projects could stymie stronger water quality standards.  ""We've got to make sure we maintain water quality standards and actually in some cases increase them,"" American Water Works Company Inc CEO Susan Story said in an interview with Reuters on Wednesday.  Trump's plan to create $1.5 trillion of infrastructure investment is meant to boost the nation's crumbling roads, bridges, transit, airports, water and other infrastructure.","In push to cut permits, U.S. must still protect water quality - CEO"
2018-01-31,The water utility&apos;s guidance hints at good things to come.,Will 2018 Be American Water Works&apos; Best Year Yet?
2018-02-01,"Next week, Illinois American Water will begin installing almost two miles of water main to upgrade Godfrey’s water distribution system. This investment of $1.6 million includes upgrading water main to 8-inch and 12-inch water main.",Illinois American Water to Invest $1.6 million to Upgrade Nearly Two Miles of Water Main in Godfrey
2018-02-01,"Less than a year after acquiring the Village of Sadorus water system, Illinois American Water is investing approximately $1.2 million to upgrade Sadorus’ water distribution system. The project, which is currently under design, includes installing about three miles of water main to connect Sadorus to Illinois American Water’s Champaign County water distribution system.",Illinois American Water to Invest $1.2 million in Sadorus Water System
2018-02-01,"Recognizing that no one should go without the essential service of safe, reliable water, California American Water has launched a new hardship assistance program to provide relief for its most financially burdened customers.",California American Water Partners with United Way to Offer Financial Assistance Program
2018-02-01,"American Water , the largest publicly traded U.S. water and wastewater utility company, announced today that they have been awarded the 2017 Environmental Business Journal Business Achievement Award – Renewable Energy for their innovative geothermal system at William L.",American Water Geothermal System Receives 2017 EBJ Business Achievement Award
2018-02-01,"New Jersey American Water is accepting applications for green project funding through its Environmental Grant Program. The program offers funding up to $10,000 for qualifying innovative, community-based environmental projects that improve, restore or protect watersheds, surface water and/or groundwater supplies throughout the company’s service areas.",New Jersey American Water Accepting Applications for 2018 Environmental Grant Program
2018-02-01,American Water Works NYSE AWK one of the largest publicly traded water utilities in the United States is a boring company And that s a good thing when it comes to trying to figure out what the future holds for this key provider of water and wastewater services In 2018,What to Expect From American Water Works in 2018
2018-02-01,Feb.01 -- American Water Works CEO Susan Story discusses the United States' aging water infrastructure and why private industry is part of the answer to bring it up to date. She speaks with David Westin on &quot;Bloomberg Daybreak: Americas.&quot;,American Water Works CEO Says Water Infrastructure Needs $1T Investment
2018-02-01,"It should be more of the same in 2018 for American Water Works, which is a good thing for investors",What to Expect From American Water Works in 2018
2018-02-01,Last year was an excellent one for American Water Works NYSE AWK Shares rose 26 4 which crushed the market s return since the S amp P 500 only gained 19 4 Several factors drove that strong performance including solid earnings growth of about 7 and a 10 increase,Will 2018 Be American Water Works' Best Year Yet?
2018-02-02,"Shares of American Water Works Company Inc (NYSE:AWK) will begin trading ex-dividend in 3 days. To qualify for the dividend check of $0.42 per share, investors must have owned theRead More...","Only 3 Days Left To Cash In On American Water Works Company Inc (NYSE:AWK) Dividend, Is It Worth Buying?"
2018-02-02,"New Jersey American Water, a subsidiary of American Water, is the largest investor-owned water utility in the state, providing high quality and reliable water and/or wastewater services to approximately 2.7 million people.",Company Profile for New Jersey American Water
2018-02-02,Looking at the universe of stocks we cover at Dividend Channel on 2 6 18 Sirius XM Holdings Inc Symbol SIRI Sonic Corp Symbol SONC and American Water Works Co Inc Symbol AWK will all trade ex dividend for their respective upcoming dividends Sirius XM Holdings Inc will pay,"Ex-Dividend Reminder: Sirius XM Holdings, Sonic and American Water Works"
2018-02-05,In trading on Monday shares of American Water Works Co Inc Symbol AWK entered into oversold territory changing hands as low as 78 61 per share We define oversold territory using the Relative Strength Index or RSI which is a technical analysis indicator used to measure momentum on a,AWK Stock Crowded With Sellers
2018-02-05,"LONDON, UK / ACCESSWIRE / February 05, 2018 / Active-Investors has a free review on American Water Works Co., Inc. (NYSE: AWK) following the Company's announcement that it will begin trading ex-dividend ...","Ex-Dividend Alert: American Water Works Has Raised Dividend for 9 Years in a Row; Will Trade Ex-Dividend on February 06, 2018"
2018-02-05,American Water Works AWK will begin trading ex dividend on February 06 2018 A cash dividend payment of 0 415 per share is scheduled to be paid on March 01 2018 Shareholders who purchased AWK prior to the ex dividend date are eligible for the cash dividend payment This marks the,"American Water Works (AWK) Ex-Dividend Date Scheduled for February 06, 2018"
2018-02-05,"Pennsylvania American Water announced today that entries are now being accepted for its 16th Annual “Protect Our Watersheds” Art Contest. All fourth-, fifth-, and sixth-grade students in schools served by Pennsylvania American Water are eligible, as well as individual students who live in the company’s service area.","Ready, Set, Color: Now Accepting Entries in Pennsylvania American Water’s “Protect Our Watersheds” Art Contest"
2018-02-06,"New Jersey American Water today announced the start of water main replacement projects in its service areas in Burlington and Camden counties to improve service reliability, prevent water outages and enhance fire protection.",New Jersey American Water Investing Over $4.2 Million in Burlington and Camden Counties
2018-02-06,Forget short-term trading. These three dividend payers are built for the long haul.,3 Dividend Stocks That Should Pay You the Rest of Your Life
2018-02-07,"American Water Works Company, Inc. , the largest publicly traded U.S. water and wastewater utility company, announced today it was named as one of the 100 Most Sustainable Companies by Barron’s Magazine.",American Water Named One of the 100 Most Sustainable Companies
2018-02-07,"American Water Works Company, Inc. announced today that it intends to release its 2017 fourth quarter and year-end financial results after the market closes on Tuesday, Feb.","American Water’s 2017 Fourth Quarter, Year-End Conference Call Scheduled for February 21, 2018"
2018-02-07,Artesian Resources Corporation ARTNA will begin trading ex dividend on February 08 2018 A cash dividend payment of 0 235 per share is scheduled to be paid on February 23 2018 Shareholders who purchased ARTNA prior to the ex dividend date are eligible for the cash dividend payment,"Artesian Resources Corporation (ARTNA) Ex-Dividend Date Scheduled for February 08, 2018"
2018-02-07,"NEW YORK, Feb. 07, 2018-- In new independent research reports released early this morning, Fundamental Markets released its latest key findings for all current investors, traders, and shareholders of Sunstone ...","etailed Research: Economic Perspectives on Sunstone Hotel Investors, Cinemark, STORE Capital, USA Technologies, Parker Drilling, and American Water Works — What Drives Growth in Today's Competitive Landscape"
2018-02-08,SJW Group SJW will begin trading ex dividend on February 09 2018 A cash dividend payment of 0 28 per share is scheduled to be paid on March 01 2018 Shareholders who purchased SJW prior to the ex dividend date are eligible for the cash dividend payment This represents an 64 71,"SJW Group (SJW) Ex-Dividend Date Scheduled for February 09, 2018"
2018-02-08,California Water Service Group Holding CWT will begin trading ex dividend on February 09 2018 A cash dividend payment of 0 188 per share is scheduled to be paid on February 23 2018 Shareholders who purchased CWT prior to the ex dividend date are eligible for the cash dividend,"California Water  Service Group Holding (CWT) Ex-Dividend Date Scheduled for February 09, 2018"
2018-02-08,"Jim Cramer rattles off his take on callers' favorite stocks, including the stock of Hess.",Cramer's lightning round: Here's my playbook if you want to invest in oil
2018-02-09,"Jim Cramer rattles off his take on callers' favorite stocks, including the stock of Hess.",Cramer's lightning round: Here's my playbook if you want ...
2018-02-12,Global Water Resources Inc GWRS will begin trading ex dividend on February 13 2018 A cash dividend payment of 0 024 per share is scheduled to be paid on February 28 2018 Shareholders who purchased GWRS prior to the ex dividend date are eligible for the cash dividend payment This,"Global Water Resources, Inc. (GWRS) Ex-Dividend Date Scheduled for February 13, 2018"
2018-02-13,American States Water Company AWR will begin trading ex dividend on February 14 2018 A cash dividend payment of 0 255 per share is scheduled to be paid on March 01 2018 Shareholders who purchased AWR prior to the ex dividend date are eligible for the cash dividend payment This marks,"American States Water Company (AWR) Ex-Dividend Date Scheduled for February 14, 2018"
2018-02-13,Middlesex Water Company MSEX will begin trading ex dividend on February 14 2018 A cash dividend payment of 0 224 per share is scheduled to be paid on March 01 2018 Shareholders who purchased MSEX prior to the ex dividend date are eligible for the cash dividend payment This represents,"Middlesex Water Company (MSEX) Ex-Dividend Date Scheduled for February 14, 2018"
2018-02-14,Aqua America Inc WTR will begin trading ex dividend on February 15 2018 A cash dividend payment of 0 205 per share is scheduled to be paid on March 01 2018 Shareholders who purchased WTR prior to the ex dividend date are eligible for the cash dividend payment This marks the 3rd,"Aqua America, Inc. (WTR) Ex-Dividend Date Scheduled for February 15, 2018"
2018-02-14,"American Water Works Company, Inc. , the largest publicly traded U.S. water and wastewater utility company, today announced that Jeffrey N. Edwards and Admiral James Stavridis, U.S.",American Water Appoints Two New Independent Members to the Board of Directors
2018-02-16,InvestorPlace Stock Market News Stock Advice amp Trading Tips Dividend Aristocrats those companies that have improved their payouts annually for 50 years or more have a mixed reputation Sure they re great for dividend growth but the likes of The Coca Cola Co NYSE KO,5 Dividend Growth Stocks Powered by Unstoppable Megatrends
2018-02-16,American Water Works Company AWK is scheduled to report fourth quarter 2017 results after the market closes on Feb 20 Last quarter the company s earnings were in line with the Zacks Consensus Estimate Let s see how things are shaping up for the quarter Factors to Consider,American Water Works (AWK) Q4 Earnings: What's in the Offing?
2018-02-16,Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel we have compared the trading price of each holding against the average analyst 12 month forward target price and computed the weighted average implied analyst target price for the ETF itself For the,VONE's Underlying Holdings Could Mean 10% Gain Potential
2018-02-16,American Water Works (AWK) is likely to benefit from acquisitions and organic assets as it reports fourth-quarter earnings.,American Water Works (AWK) Q4 Earnings: What&apos;s in the Offing?
2018-02-18,Dividend Aristocrats – those companies that have improved their payouts annually for 50 years or more – have a mixed reputation.,5 Dividend Growers That Are About to Erupt
2018-02-20,American Water Works (NYSE: AWK ) announces its next round of earnings Tuesday. Here is Benzinga's everything-that-matters guide for today's Q4 earnings announcement. Earnings and Revenue Analysts expect ...,American Water Works Q4 Earnings Preview
2018-02-20,"American Water Works Company, Inc. Earnings Advance In Q4","American Water Works Company, Inc. Earnings Advance In Q4"
2018-02-20,The following companies are expected to report earnings after hours on 02 20 2018 Visit our Earnings Calendar for a full list of expected earnings releases Public Storage PSA is reporting for the quarter ending December 31 2017 The reit company s,"After-Hours Earnings Report for February 20, 2018 :  PSA, CXO, DVN, VRSK, FE, AWK, EXR, FLR, TV, ENLK, VVC, NFX"
2018-02-20,"American Water Works Company, Inc. today reported results for the fourth quarter and year ended Dec. 31, 2017.",American Water Reports Fourth Quarter and Year-End Results
2018-02-20,"The Voorhees, New Jersey-based company said it had a loss of 1 cent per share. Earnings, adjusted for pretax expenses, were 69 cents per share. The results exceeded Wall Street expectations. The average ...",American Water Works reports 4Q loss
2018-02-21,Shares of Allegion plc ALLE surged 3 6 after posting fourth quarter 2017 earnings per share of 1 11 surpassing the Zacks Consensus Estimate of 0 94 American Campus Communities Inc s ACC shares declined 3 3 after reporting fourth quarter 2017 revenues of 228 million,"Company News For Feb 21, 2018"
2018-02-21,American Water Works Company AWK posted fourth quarter 2017 earnings per share of 69 cents which beat the Zacks Consensus Estimate of 66 cents by 4 5 Earnings improved 21 from the year ago quarter The improvement came on the back of growth in Regulated Businesses which was,"American Water Works (AWK) Beats on Q4 Earnings, Issues View"
2018-02-21,Higher income from regulated business makes a beat possible for American Water Works (AWK) in Q4 earnings.,"American Water Works (AWK) Beats on Q4 Earnings, Issues View"
2018-02-21,"Companies in the news are: ALLE,ACC,AWK,CBI","Company News For Feb 21, 2018"
2018-02-21,InvestorPlace Stock Market News Stock Advice amp Trading Tips U S equities were hit hard Tuesday as the afternoon experienced a sell off and consumer staples declined 2 3 The 160 S amp P 500 Index lost 0 6 the 160 Dow Jones Industrial Average 1 and the,"3 Stocks to Watch on Wednesday: American Water Works Company Inc (AWK), Concho Resources Inc (CXO) and Texas Roadhouse Inc (TXRH)"
2018-02-21,American Water Works Q4 17 Earnings Conference Call At 9:00 AM ET,American Water Works Q4 17 Earnings Conference Call At 9:00 AM ET
2018-02-21,"The country&apos;s largest publicly traded water utility posted adjusted EPS growth of 21% year over year, beating Wall Street&apos;s expectations.",American Water Works Caps Off 2017 With Strong Q4 Earnings
2018-02-26,The York Water Company YORW will begin trading ex dividend on February 27 2018 A cash dividend payment of 0 167 per share is scheduled to be paid on April 16 2018 Shareholders who purchased YORW prior to the ex dividend date are eligible for the cash dividend payment The York,"The York Water Company (YORW) Ex-Dividend Date Scheduled for February 27, 2018"
2018-02-27,Connecticut Water Service Inc CTWS will begin trading ex dividend on February 28 2018 A cash dividend payment of 0 298 per share is scheduled to be paid on March 15 2018 Shareholders who purchased CTWS prior to the ex dividend date are eligible for the cash dividend payment This,"Connecticut Water Service, Inc. (CTWS) Ex-Dividend Date Scheduled for February 28, 2018"
2018-02-28,Aqua America Inc WTR reported fourth quarter 2017 earnings per share of 30 cents lagging the Zacks Consensus Estimate of 31 cents by 3 2 However the reported earnings figure was better than 28 cents registered in the year ago quarter Total Revenues Fourth quarter revenues of 203,"Aqua America (WTR) Lags Q4 Earnings Estimates, Issues View"
2018-02-28,"Kentucky American Water announced today that it has acquired the water assets of Eastern Rockcastle Water Association in Livingston, Ky., in Rockcastle County. The transaction, completed today, adds approximately 610 water customers in Rockcastle and Jackson counties to the Kentucky American Water system.",Kentucky American Water Acquires Water Assets of Eastern Rockcastle Water Association in Livingston
2018-03-01,"Illinois American Water’s Streator District has reached a significant safety milestone. According to Dave Clifton, Operations Superintendent, the Streator District has gone over 9.5 years without experiencing any lost-time accidents.",Illinois American Water’s Streator District Celebrates over 9 Years of Excellence in Safety
2018-03-01,"California American Water is pleased to announce the launch of its Spanish translated website. The site, which is also linked to the company’s homepage, is an exact replica and has all of the same functionality of its English-language site.",California American Water Launches Spanish Version of Wesbite
2018-03-01,American Water Works NYSE AWK 160 stock is off to a rotten start in 2018 Shareholders have had to endure a 12 drop through the first two months of the year While other reputable stocks have suffered similarly poor luck a fall of this magnitude is very rare for the country,Is American Water Works a Buy?
2018-03-01,The company is fresh off reporting its full-year 2017 operating results.,Is American Water Works a Buy?
2018-03-05,"This spring and into the summer months, New Jersey American Water will perform its annual cleaning of the water distribution system to help ensure that customers continue to receive high-quality, reliable water service.",New Jersey American Water to Start Annual Spring Cleaning
2018-03-06,"In conjunction with National Consumer Protection Week, Pennsylvania American Water today reinforced its efforts to educate customers about the tricks used by scammers to steal money from customers and how to guard against falling victim to imposter utility scams.",Pennsylvania American Water Targets Utility Scammers for National Consumer Protection Week
2018-03-07,York Water&apos;s (YORW) fourth-quarter 2017 results benefit from higher revenues.,York Water (YORW) Earnings & Revenues Improve Y/Y in Q4
2018-03-07,The York Water Company YORW reported fourth quarter 2017 earnings per share of 27 cents The figure was up 17 4 from 23 cents in the year ago quarter Total Revenues Revenues of 12 35 million were up 3 9 from 11 88 million in the prior year quarter The York Water,York Water (YORW) Earnings & Revenues Improve Y/Y in Q4
2018-03-13,Global Water Resources Inc GWRS will begin trading ex dividend on March 14 2018 A cash dividend payment of 0 024 per share is scheduled to be paid on March 29 2018 Shareholders who purchased GWRS prior to the ex dividend date are eligible for the cash dividend payment This marks,"Global Water Resources, Inc. (GWRS) Ex-Dividend Date Scheduled for March 14, 2018"
2018-03-14,"Pennsylvania American Water today announced its 2018 plans to rehabilitate 10 existing water storage tanks, as well as erect six new storage structures. Pennsylvania American Water’s rehab program of inspecting, sandblasting and repainting tanks will extend their service life and protect water quality, and the new tank construction will provide increased storage capacity to meet customer demand and ...",Pennsylvania American Water Unveils $19.6 Million Plan for Water Storage Upgrades
2018-03-15,Artesian Resources&apos; (ARTNA) fourth-quarter 2017 results benefit from increased water supply.,"Artesian Resources (ARTNA) Q4 Earnings, Revenues Improve Y/Y"
2018-03-15,Artesian Resources Corporation ARTNA delivered fourth quarter 2017 earnings of 50 cents per share The figure improved 66 7 from 30 cents in the year ago quarter On a GAAP basis Artesian Resources posted earnings of 40 cents per share The difference between GAAP and adjusted earnings,"Artesian Resources (ARTNA) Q4 Earnings, Revenues Improve Y/Y"
2018-03-15,Connecticut Water Service Inc CTWS reported 2017 earnings of 2 13 per share surpassing the year ago earnings of 2 08 by 2 4 Connecticut Water Service Inc Price Consensus and EPS Surprise Connecticut Water Service Inc Price,"Connecticut Water (CTWS) '17 Earnings Up, to Merge With SJW"
2018-03-16,On Thursday SJW Group NYSE SJW and Connecticut Water Service NASDAQ CTWS 160 announced plans to merge which would create the third largest investor owned water and wastewater utility in 160 the United States Connecticut Water stock soared to a closing gain of 9 7,Water Stocks News: Connecticut Water Stock Soars More Than 14% on Merger News
2018-03-16,Connecticut Water Service CTWS announced that it has entered into a definite agreement to merge with SJW Group SJW in an all stock transaction The combined company will become one of the largest water and wastewater service providers in the United States and serve more than 1 5,Connecticut Water Service (CTWS) to Merge With SJW Group
2018-03-16,"Connecticut Water Service (CTWS) is going to merge with SJW Group in an all-stock deal, with shareholders of the former getting a premium of 18% on each share for the merger.",Connecticut Water Service (CTWS) to Merge With SJW Group
2018-03-19,"Pennsylvania American Water today announced its partnership with the U.S. Environmental Protection Agency to promote Fix a Leak Week, which runs from March 19-25. The national campaign, part of the EPA’s WaterSense program, helps to raise awareness about small leaks and what homeowners can do to avoid inadvertently wasting water around the house.",Pennsylvania American Water Reminds Customers That Saving Water Saves Money During Fix a Leak Week
2018-03-19,"New Jersey American Water and the U.S. Environmental Protection Agency are reaching out to promote Fix a Leak Week, which runs from March 19-25. The national campaign, part of the EPA’s WaterSense program, helps to raise awareness about small leaks and other water that may be inadvertently wasted within homes.",New Jersey American Water Reminds Customers That Each Drop Adds Up During Fix a Leak Week
2018-03-19,By Brett Owens If the virtues and importance of dividend growth werenaEURtmt etched into your brain already letaEURtms consider FebruaryaEURtms example Then weaEURtmll outline ten imminent hikes coming in April About a month ago shortly before the market reached full,10 Can’t-Miss Dividend Hikes Coming This April
2018-03-19,"West Virginia American Water and the U.S. Environmental Protection Agency are reaching out to promote Fix a Leak Week, which runs from March 19-25. The national campaign, part of the EPA’s WaterSense program, helps to raise awareness about small leaks and other water that may be inadvertently wasted within homes.",West Virginia American Water Reminds Customers That Each Drop Adds up During Fix a Leak Week
2018-03-19,Consolidated Water&apos;s (CWCO) fourth-quarter earnings lag estimates due to higher expenses.,"Consolidated Water (CWCO) Lags on Q4 Earnings, Revenues"
2018-03-19,Consolidated Water Co Ltd CWCO reported fourth quarter 2017 earnings of 12 cents per share lagging the Zacks Consensus Estimate of 18 cents by 33 3 Consolidated Water Co Ltd Price Consensus and EPS Surprise Consolidated Water Co,"Consolidated Water (CWCO) Lags on Q4 Earnings, Revenues"
