publishedAt,title,description
2018-01-01,2018	Fortive Corporation FTV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 07 per share is scheduled to be paid on September 28 2018 Shareholders who purchased FTV prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vpDb2xlXWR4/fortive-corporation-ftv-ex-dividend-date-scheduled-for-august-30-2018-cm1014622,2018	Fortive Corporation FTV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 07 per share is scheduled to be paid on September 28 2018 Shareholders who purchased FTV prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vpDb2xlXWR4/fortive-corporation-ftv-ex-dividend-date-scheduled-for-august-30-2018-cm1014622
2018-01-01,2018	Fortive Corporation FTV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 07 per share is scheduled to be paid on September 28 2018 Shareholders who purchased FTV prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_aGIBDlzYB4/fortive-corporation-ftv-ex-dividend-date-scheduled-for-august-30-2018-cm1014622,2018	Fortive Corporation FTV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 07 per share is scheduled to be paid on September 28 2018 Shareholders who purchased FTV prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_aGIBDlzYB4/fortive-corporation-ftv-ex-dividend-date-scheduled-for-august-30-2018-cm1014622
2018-01-01,2018	GrafTech International Ltd EAF will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on September 28 2018 Shareholders who purchased EAF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-t-WL5KBP3g/graftech-international-ltd-eaf-ex-dividend-date-scheduled-for-august-30-2018-cm1014668,2018	GrafTech International Ltd EAF will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on September 28 2018 Shareholders who purchased EAF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-t-WL5KBP3g/graftech-international-ltd-eaf-ex-dividend-date-scheduled-for-august-30-2018-cm1014668
2018-01-01,2018	GrafTech International Ltd EAF will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on September 28 2018 Shareholders who purchased EAF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TUY9ZrhKoVo/graftech-international-ltd-eaf-ex-dividend-date-scheduled-for-august-30-2018-cm1014668,2018	GrafTech International Ltd EAF will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 085 per share is scheduled to be paid on September 28 2018 Shareholders who purchased EAF prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TUY9ZrhKoVo/graftech-international-ltd-eaf-ex-dividend-date-scheduled-for-august-30-2018-cm1014668
2018-01-01,2018	Dover Corporation DOV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 48 per share is scheduled to be paid on September 17 2018 Shareholders who purchased DOV prior to the ex dividend date are eligible for the cash dividend payment This represents an 2	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SHOprv7nGU8/dover-corporation-dov-ex-dividend-date-scheduled-for-august-30-2018-cm1014672,2018	Dover Corporation DOV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 48 per share is scheduled to be paid on September 17 2018 Shareholders who purchased DOV prior to the ex dividend date are eligible for the cash dividend payment This represents an 2	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SHOprv7nGU8/dover-corporation-dov-ex-dividend-date-scheduled-for-august-30-2018-cm1014672
2018-01-01,2018	Dover Corporation DOV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 48 per share is scheduled to be paid on September 17 2018 Shareholders who purchased DOV prior to the ex dividend date are eligible for the cash dividend payment This represents an 2	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2fmJPW70ZZw/dover-corporation-dov-ex-dividend-date-scheduled-for-august-30-2018-cm1014672,2018	Dover Corporation DOV will begin trading ex dividend on August 30 2018 A cash dividend payment of 0 48 per share is scheduled to be paid on September 17 2018 Shareholders who purchased DOV prior to the ex dividend date are eligible for the cash dividend payment This represents an 2	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2fmJPW70ZZw/dover-corporation-dov-ex-dividend-date-scheduled-for-august-30-2018-cm1014672
2018-01-01,2018	CompX International Inc CIX will begin trading ex dividend on August 31 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on September 11 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eucBNqTmt-c/compx-international-inc-cix-ex-dividend-date-scheduled-for-august-31-2018-cm1015411,2018	CompX International Inc CIX will begin trading ex dividend on August 31 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on September 11 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eucBNqTmt-c/compx-international-inc-cix-ex-dividend-date-scheduled-for-august-31-2018-cm1015411
2018-01-01,2018	CompX International Inc CIX will begin trading ex dividend on August 31 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on September 11 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gaL4F4QWjNU/compx-international-inc-cix-ex-dividend-date-scheduled-for-august-31-2018-cm1015411,2018	CompX International Inc CIX will begin trading ex dividend on August 31 2018 A cash dividend payment of 0 05 per share is scheduled to be paid on September 11 2018 Shareholders who purchased CIX prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gaL4F4QWjNU/compx-international-inc-cix-ex-dividend-date-scheduled-for-august-31-2018-cm1015411
2018-01-01,2018	Harris Corporation HRS will begin trading ex dividend on September 06 2018 A cash dividend payment of 0 685 per share is scheduled to be paid on September 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AqOcTNUMQIE/harris-corporation-hrs-ex-dividend-date-scheduled-for-september-06-2018-cm1017790,2018	Harris Corporation HRS will begin trading ex dividend on September 06 2018 A cash dividend payment of 0 685 per share is scheduled to be paid on September 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AqOcTNUMQIE/harris-corporation-hrs-ex-dividend-date-scheduled-for-september-06-2018-cm1017790
2018-01-01,2018	Harris Corporation HRS will begin trading ex dividend on September 06 2018 A cash dividend payment of 0 685 per share is scheduled to be paid on September 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/IKu4dq2suXU/harris-corporation-hrs-ex-dividend-date-scheduled-for-september-06-2018-cm1017790,2018	Harris Corporation HRS will begin trading ex dividend on September 06 2018 A cash dividend payment of 0 685 per share is scheduled to be paid on September 21 2018 Shareholders who purchased HRS prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/IKu4dq2suXU/harris-corporation-hrs-ex-dividend-date-scheduled-for-september-06-2018-cm1017790
2018-01-01,2018	Lam Research Corporation LRCX will begin trading ex dividend on September 11 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on September 26 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/aaOj-KS1Xyc/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-september-11-2018-cm1020017,2018	Lam Research Corporation LRCX will begin trading ex dividend on September 11 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on September 26 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/aaOj-KS1Xyc/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-september-11-2018-cm1020017
2018-01-01,2018	Lam Research Corporation LRCX will begin trading ex dividend on September 11 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on September 26 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zbk9HJEINnI/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-september-11-2018-cm1020017,2018	Lam Research Corporation LRCX will begin trading ex dividend on September 11 2018 A cash dividend payment of 1 1 per share is scheduled to be paid on September 26 2018 Shareholders who purchased LRCX prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zbk9HJEINnI/lam-research-corporation-lrcx-ex-dividend-date-scheduled-for-september-11-2018-cm1020017
2018-01-01,2018	Markets ended sharply lower on Friday after President Donald Trump said that the United States was ready to move ahead with tariffs.	https://finance.yahoo.com/news/stock-market-news-sep-10-133001605.html?.tsrc=rss,2018	Markets ended sharply lower on Friday after President Donald Trump said that the United States was ready to move ahead with tariffs.	https://finance.yahoo.com/news/stock-market-news-sep-10-133001605.html?.tsrc=rss
2018-01-01,2018	Garmin Ltd GRMN will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 53 per share is scheduled to be paid on September 28 2018 Shareholders who purchased GRMN prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ks0hPXsCfCU/garmin-ltd-grmn-ex-dividend-date-scheduled-for-september-13-2018-cm1021351,2018	Garmin Ltd GRMN will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 53 per share is scheduled to be paid on September 28 2018 Shareholders who purchased GRMN prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ks0hPXsCfCU/garmin-ltd-grmn-ex-dividend-date-scheduled-for-september-13-2018-cm1021351
2018-01-01,2018	Garmin Ltd GRMN will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 53 per share is scheduled to be paid on September 28 2018 Shareholders who purchased GRMN prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kzecHARF9b4/garmin-ltd-grmn-ex-dividend-date-scheduled-for-september-13-2018-cm1021351,2018	Garmin Ltd GRMN will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 53 per share is scheduled to be paid on September 28 2018 Shareholders who purchased GRMN prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kzecHARF9b4/garmin-ltd-grmn-ex-dividend-date-scheduled-for-september-13-2018-cm1021351
2018-01-01,2018	CAE Inc CAE will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 077 per share is scheduled to be paid on September 28 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 11	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/djerp7g_Hg8/cae-inc-cae-ex-dividend-date-scheduled-for-september-13-2018-cm1021418,2018	CAE Inc CAE will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 077 per share is scheduled to be paid on September 28 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 11	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/djerp7g_Hg8/cae-inc-cae-ex-dividend-date-scheduled-for-september-13-2018-cm1021418
2018-01-01,2018	Brunswick Corporation BC will begin trading ex dividend on August 20 2018 A cash dividend payment of 0 19 per share is scheduled to be paid on September 14 2018 Shareholders who purchased BC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3_VA07Fc5ss/brunswick-corporation-bc-ex-dividend-date-scheduled-for-august-20-2018-cm1009177,2018	Brunswick Corporation BC will begin trading ex dividend on August 20 2018 A cash dividend payment of 0 19 per share is scheduled to be paid on September 14 2018 Shareholders who purchased BC prior to the ex dividend date are eligible for the cash dividend payment This marks the	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3_VA07Fc5ss/brunswick-corporation-bc-ex-dividend-date-scheduled-for-august-20-2018-cm1009177
2018-01-01,2018	CAE Inc CAE will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 077 per share is scheduled to be paid on September 28 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 11	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wHDPQsKm0b4/cae-inc-cae-ex-dividend-date-scheduled-for-september-13-2018-cm1021418,2018	CAE Inc CAE will begin trading ex dividend on September 13 2018 A cash dividend payment of 0 077 per share is scheduled to be paid on September 28 2018 Shareholders who purchased CAE prior to the ex dividend date are eligible for the cash dividend payment This represents an 11	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wHDPQsKm0b4/cae-inc-cae-ex-dividend-date-scheduled-for-september-13-2018-cm1021418
2018-01-01,2018	Nordson Corporation NDSN will begin trading ex dividend on August 20 2018 A cash dividend payment of 0 35 per share is scheduled to be paid on September 04 2018 Shareholders who purchased NDSN prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zNPZTdcDapY/nordson-corporation-ndsn-ex-dividend-date-scheduled-for-august-20-2018-cm1009154,2018	Nordson Corporation NDSN will begin trading ex dividend on August 20 2018 A cash dividend payment of 0 35 per share is scheduled to be paid on September 04 2018 Shareholders who purchased NDSN prior to the ex dividend date are eligible for the cash dividend payment This represents	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zNPZTdcDapY/nordson-corporation-ndsn-ex-dividend-date-scheduled-for-august-20-2018-cm1009154
2018-01-01,2018	John Bean Technologies Corporation JBT will begin trading ex dividend on August 17 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on September 04 2018 Shareholders who purchased JBT prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wMYhXoob7HQ/john-bean-technologies-corporation-jbt-ex-dividend-date-scheduled-for-august-17-2018-cm1008521,2018	John Bean Technologies Corporation JBT will begin trading ex dividend on August 17 2018 A cash dividend payment of 0 1 per share is scheduled to be paid on September 04 2018 Shareholders who purchased JBT prior to the ex dividend date are eligible for the cash dividend payment This	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wMYhXoob7HQ/john-bean-technologies-corporation-jbt-ex-dividend-date-scheduled-for-august-17-2018-cm1008521
2018-01-01,2018	Illinois Tool Works Inc ITW will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 78 per share is scheduled to be paid on July 11 2018 Shareholders who purchased ITW prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4mzEG-UFy_w/illinois-tool-works-inc-itw-ex-dividend-date-scheduled-for-june-28-2018-cm983980,2018	Illinois Tool Works Inc ITW will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 78 per share is scheduled to be paid on July 11 2018 Shareholders who purchased ITW prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4mzEG-UFy_w/illinois-tool-works-inc-itw-ex-dividend-date-scheduled-for-june-28-2018-cm983980
2018-01-01,2018	Illinois Tool Works Inc ITW will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 78 per share is scheduled to be paid on July 11 2018 Shareholders who purchased ITW prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wIKpyDS7zTM/illinois-tool-works-inc-itw-ex-dividend-date-scheduled-for-june-28-2018-cm983980,2018	Illinois Tool Works Inc ITW will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 78 per share is scheduled to be paid on July 11 2018 Shareholders who purchased ITW prior to the ex dividend date are eligible for the cash dividend payment This marks the 4th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wIKpyDS7zTM/illinois-tool-works-inc-itw-ex-dividend-date-scheduled-for-june-28-2018-cm983980
2018-01-01,2018	Danaher Corporation DHR will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on July 27 2018 Shareholders who purchased DHR prior to the ex dividend date are eligible for the cash dividend payment This represents an 14	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OkjhoGoyWmA/danaher-corporation-dhr-ex-dividend-date-scheduled-for-june-28-2018-cm984032,2018	Danaher Corporation DHR will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on July 27 2018 Shareholders who purchased DHR prior to the ex dividend date are eligible for the cash dividend payment This represents an 14	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OkjhoGoyWmA/danaher-corporation-dhr-ex-dividend-date-scheduled-for-june-28-2018-cm984032
2018-01-01,2018	Danaher Corporation DHR will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on July 27 2018 Shareholders who purchased DHR prior to the ex dividend date are eligible for the cash dividend payment This represents an 14	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/q6m8SwiFZYE/danaher-corporation-dhr-ex-dividend-date-scheduled-for-june-28-2018-cm984032,2018	Danaher Corporation DHR will begin trading ex dividend on June 28 2018 A cash dividend payment of 0 16 per share is scheduled to be paid on July 27 2018 Shareholders who purchased DHR prior to the ex dividend date are eligible for the cash dividend payment This represents an 14	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/q6m8SwiFZYE/danaher-corporation-dhr-ex-dividend-date-scheduled-for-june-28-2018-cm984032
2018-01-01,2018	Acme United Corporation ACU will begin trading ex dividend on June 29 2018 A cash dividend payment of 0 11 per share is scheduled to be paid on July 23 2018 Shareholders who purchased ACU prior to the ex dividend date are eligible for the cash dividend payment This marks the 5th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fOMBNyaDT6Y/acme-united-corporation-acu-ex-dividend-date-scheduled-for-june-29-2018-cm984723,2018	Acme United Corporation ACU will begin trading ex dividend on June 29 2018 A cash dividend payment of 0 11 per share is scheduled to be paid on July 23 2018 Shareholders who purchased ACU prior to the ex dividend date are eligible for the cash dividend payment This marks the 5th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fOMBNyaDT6Y/acme-united-corporation-acu-ex-dividend-date-scheduled-for-june-29-2018-cm984723
2018-01-01,2018	Acme United Corporation ACU will begin trading ex dividend on June 29 2018 A cash dividend payment of 0 11 per share is scheduled to be paid on July 23 2018 Shareholders who purchased ACU prior to the ex dividend date are eligible for the cash dividend payment This marks the 5th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6z6EgAGtLFo/acme-united-corporation-acu-ex-dividend-date-scheduled-for-june-29-2018-cm984723,2018	Acme United Corporation ACU will begin trading ex dividend on June 29 2018 A cash dividend payment of 0 11 per share is scheduled to be paid on July 23 2018 Shareholders who purchased ACU prior to the ex dividend date are eligible for the cash dividend payment This marks the 5th	http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6z6EgAGtLFo/acme-united-corporation-acu-ex-dividend-date-scheduled-for-june-29-2018-cm984723
