publishedAt,title,description
2021-01-01,2021 / The Klein Law Firm announces that a class action complaint has been filed on behalf of shareholders of Snap Inc. (NYSE:SNAP) alleging that the Company violated federal securities laws.	https://finance.yahoo.com/news/snap-alert-klein-law-firm-210000771.html?.tsrc=rss,2021 / The Klein Law Firm announces that a class action complaint has been filed on behalf of shareholders of Snap Inc. (NYSE:SNAP) alleging that the Company violated federal securities laws.	https://finance.yahoo.com/news/snap-alert-klein-law-firm-210000771.html?.tsrc=rss
2021-01-01,2021 / The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment.	https://finance.yahoo.com/news/gross-law-firm-announces-class-173000813.html?.tsrc=rss,2021 / The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment.	https://finance.yahoo.com/news/gross-law-firm-announces-class-173000813.html?.tsrc=rss
2021-01-01,2021 / Jakubowitz Law announces that securities fraud class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies who purchased shares within the class periods listed below. Shareholders interested in representing the class of wronged shareholders have until the lead plaintiff deadline to petition the court.	https://finance.yahoo.com/news/lawsuits-filed-against-ear-fb-184500208.html?.tsrc=rss,2021 / Jakubowitz Law announces that securities fraud class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies who purchased shares within the class periods listed below. Shareholders interested in representing the class of wronged shareholders have until the lead plaintiff deadline to petition the court.	https://finance.yahoo.com/news/lawsuits-filed-against-ear-fb-184500208.html?.tsrc=rss
2021-01-01,2021 / The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment.	https://finance.yahoo.com/news/gross-law-firm-announces-class-161500721.html?.tsrc=rss,2021 / The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment.	https://finance.yahoo.com/news/gross-law-firm-announces-class-161500721.html?.tsrc=rss
2021-01-01,2021 / Jakubowitz Law announces that securities fraud class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies who purchased shares within the class periods listed below. Shareholders interested in representing the class of wronged shareholders have until the lead plaintiff deadline to petition the court.	https://finance.yahoo.com/news/lawsuits-filed-against-bmrn-lspd-030000162.html?.tsrc=rss,2021 / Jakubowitz Law announces that securities fraud class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies who purchased shares within the class periods listed below. Shareholders interested in representing the class of wronged shareholders have until the lead plaintiff deadline to petition the court.	https://finance.yahoo.com/news/lawsuits-filed-against-bmrn-lspd-030000162.html?.tsrc=rss
2021-01-01,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-034000488.html?.tsrc=rss,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-034000488.html?.tsrc=rss
2021-01-01,2021 / The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment.	https://finance.yahoo.com/news/gross-law-firm-announces-class-170000093.html?.tsrc=rss,2021 / The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment.	https://finance.yahoo.com/news/gross-law-firm-announces-class-170000093.html?.tsrc=rss
2021-01-01,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-201500877.html?.tsrc=rss,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-201500877.html?.tsrc=rss
2021-01-01,2021 / The Klein Law Firm announces that a class action complaint has been filed on behalf of shareholders of Snap Inc. (NYSE:SNAP) alleging that the Company violated federal securities laws.	https://finance.yahoo.com/news/snap-alert-klein-law-firm-161000075.html?.tsrc=rss,2021 / The Klein Law Firm announces that a class action complaint has been filed on behalf of shareholders of Snap Inc. (NYSE:SNAP) alleging that the Company violated federal securities laws.	https://finance.yahoo.com/news/snap-alert-klein-law-firm-161000075.html?.tsrc=rss
2021-01-01,2021 / The Klein Law Firm announces that a class action complaint has been filed on behalf of shareholders of Snap Inc. (NYSE:SNAP) alleging that the Company violated federal securities laws.	https://finance.yahoo.com/news/snap-alert-klein-law-firm-153000628.html?.tsrc=rss,2021 / The Klein Law Firm announces that a class action complaint has been filed on behalf of shareholders of Snap Inc. (NYSE:SNAP) alleging that the Company violated federal securities laws.	https://finance.yahoo.com/news/snap-alert-klein-law-firm-153000628.html?.tsrc=rss
2021-01-01,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-161500856.html?.tsrc=rss,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-161500856.html?.tsrc=rss
2021-01-01,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-143000282.html?.tsrc=rss,2021 / The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit.	https://finance.yahoo.com/news/klein-law-firm-reminds-investors-143000282.html?.tsrc=rss
2039-01-01,039 and the S&P 500 rose 0.83%.  The Nasdaq gained 0.8%.	https://finance.yahoo.com/m/d47eeac2-13ed-3c94-9331-1c751baf4461/s%26p-500-and-nasdaq-set-record.html?.tsrc=rss,039 and the S&P 500 rose 0.83%.  The Nasdaq gained 0.8%.	https://finance.yahoo.com/m/d47eeac2-13ed-3c94-9331-1c751baf4461/s%26p-500-and-nasdaq-set-record.html?.tsrc=rss
