2021-11-29,深交所：调整深证成指、创业板指、深证100等指数样本股,Wind
2021-11-28,违法实施经营者集中，新旧法衔接期该如何处理？,新浪
2021-11-26,35股收盘价创年内最低，回撤最高70%以上,Wind
2021-11-26,锚定2022年合作目标18亿，苏宁易购与康佳战略合作再升级,中金在线
2021-11-25,北京节能减排促消费政策倒计时 北京苏宁易购累计销售150万台产品,北京商报
2021-11-25,喜讯！北京苏宁易购总经理郝嘉当选通州区第七届人大代表,中国家电网
2021-11-25,福建前首富出手放大招！重仓一只股就赚上百亿,Wind
2021-11-25,在苏宁买美的洗衣机收到旧机！平台称系厂家库房作业不规范,奥一网
2021-11-24,沃尔玛将关内地首店；Q3快手电商GMV1758亿；海底捞筹资23亿,搜狐
2021-11-23,苏宁易购遭供应商起诉，被指拖欠3600多万货款未付 关联方问题,联商网
2021-11-23,苏宁易购因拒付汇票被小家电企业起诉 诉讼纠纷,羊城晚报
2021-11-23,全国首店落地闵行，开启消费电子零售新篇章,东方网
2021-11-23,苏宁易购携手老板电器，2022年合作目标25亿,乐居财经
2021-11-23,每日理财观察：央行按兵不动！LPR连续19个月维持不变,Wind
2021-11-23,中国奥园8.16亿ABS获展期；阜兴集团非法集资案宣判；华融国际按期兑付13.5亿美元债券丨预警内参（第六十九期）,21世纪经济报道
2021-11-22,追讨3600多万元，这家A股公司将苏宁易购告上法庭 诉讼纠纷,中证报
2021-11-22,《英雄联盟》WBG 副总裁：短期目标为 LPL 四强，未来瞄准世界赛,IT之家
2021-11-22,票据纠纷遭索偿3671万！知名A股又遇上事了！,中国基金报
2021-11-22,苏宁易购欠货款被起诉，涉案金额3671万，现金流情况堪忧 诉讼纠纷,奥一网
2021-11-22,到期拒不付款 彩虹电器起诉苏宁易购 诉讼纠纷,北京商报
2021-11-22,高端家电年末冲量，双线融合的苏宁易购还是那个最优解吗？,搜狐
2021-11-22,CEO自习室：B站收购有妖气漫画平台 拼多多周五公布财报,亿邦动力
2021-11-22,联商电商周报：阿里Q2净利润降39％ 苏宁回应“破产” 盈利能力下降,联商网
2021-11-22,布局电竞生态新发展，微博与苏宁合作入席LPL联盟,美股研究社
2021-11-22,苏宁易购电子竞技俱乐部宣布更名 业务变化,Bianews
2021-11-22,彩虹集团：就与苏宁票据纠纷一案向法院提起诉讼 诉讼纠纷,中新经纬
2021-11-22,彩虹集团称已起诉苏宁易购，要求支付3671万元商票被拒 诉讼纠纷,乐居财经
2021-11-22,午间公告2021年11月22日星期一,Wind
2021-11-22,彩虹集团：近日就与苏宁采购中心、苏宁易购票据纠纷一案向法院提起诉讼 诉讼纠纷,财联社
2021-11-22,"彩虹集团：近日就与苏宁采购中心、苏宁易购票据纠纷一案向江苏省南京市中级人民法院提起诉讼，请求判令二被告向原告支付票据款项3671万元及利息
诉讼纠纷",金十数据
2021-11-22,苏宁易购电子竞技俱乐部宣布更名 原SN战队正式更名为WBG战队 业务变化,TechWeb
2021-11-22,微博宣布与苏宁合作：原 SN 战队正式更名为 WBG 战队,IT之家
2021-11-22,深圳国资入股苏宁易购 电商格局会被改写吗？,钢企网
2021-11-22,苏宁易购8月起流动性逐步好转，力争实现11月EBITDA转正,金融界
2021-11-22,苏宁易购全员信：双11销售目标全面达成，力争11月EBITDA转正,Wind
2021-11-22,苏宁易购发全员信：力争11月EBITDA转正,财联社
2021-11-21,国家反垄断局挂牌，多家巨头违法并购再被罚！图解43张罚单 其他违规处罚,奥一网
2021-11-21,百度、阿里、京东、苏宁等被罚,数据观
2021-11-21,困境之下优化线下布局，苏宁易购全国首家3C潮品店在沪开幕,新民网
2021-11-21,陆家嘴财经早餐2021年11月21日星期日,Wind
2021-11-20,欧莱雅不怕薇娅李佳琦?元宇宙割“韭菜”|一周电商大事,亿邦动力
2021-11-20,涪陵榨菜回应“天价榨菜”：只是尝试，业绩提升仍要靠大众款产品,Wind
2021-11-20,国家反垄断局挂牌后的大动作：阿里、腾讯、字节跳动等多家巨头被顶格处罚,21世纪经济报道
2021-11-20,43起收购案被反垄断，腾讯、阿里、京东、滴滴、美团等被市场监管总局罚款 其他违规处罚,经济观察网
2021-11-20,反垄断！分别罚50万！多家名企被市场监管总局处罚 其他违规处罚,上游新闻
2021-11-20,市场监管总局调查43起违法实施经营者集中案件，阿里、腾讯等被罚 其他违规处罚,证券时报网
2021-11-20,苏宁易购被罚50万元，收购八天贸易10%股权案涉违法实施经营者集中 其他违规处罚,Bianews
2021-11-20,反垄断处罚，43 起！涉及数个互联网大厂,ZAKER
2021-11-20,违反《反垄断法》 多家企业被市场监管总局处罚 其他违规处罚,每日经济新闻
2021-11-20,43起未依法申报违法实施经营者集中案被通报，腾讯、阿里、百度、京东等上榜 其他违规处罚,中华网
2021-11-20,市场监管总局：苏宁易购被罚50万元 收购八天贸易股权涉未依法申报违法实施经营者集中 其他违规处罚,市场监管总局
2021-11-20,阿里巴巴、腾讯、百度等被罚！,ZAKER
2021-11-20,市场监管总局依法对43起未依法申报违法实施经营者集中案作出行政处罚决定,Wind
2021-11-19,携手“大干40天”，美的集团殷必彤：始终会和苏宁易购站在一起,中金在线
2021-11-19,40天冲刺5亿 苏宁易购携手创维发力年末高端彩电市场,中金在线
2021-11-18,长三角百强企业，上汽阿里恒力宝武苏宁的营收列榜单前五,上观
2021-11-18,处罚员工“摸鱼”背后，国美难以“真快乐”,钛媒体
2021-11-18,苏宁易购大跌逾5%，股价跌回15年前，曾公开辟谣破产传闻 减资破产,AI财经社
2021-11-17,定了，25亿！苏宁易购携手老板电器发力2022年高端厨电市场,金融界
2021-11-17,双11苏宁智能家装同比增长108% 只因他们做对了三点,Ofweek
2021-11-17,极力布局家装服务领域 苏宁物流能否凭借这招实现突围？,亿邦动力
2021-11-17,早读拾光（11.17）丨三盛控股一日卖出两商厦 奥园9亿港元出售香港罗便臣道物业,和讯
2021-11-17,8点1氪丨罗永浩吐槽苹果文案没文化；苏宁回应“12月底破产”传闻；网易云音乐重启IPO 减资破产,36氪
2021-11-17,华融获批发行不超过700亿元金融债；佳兆业长期外币发行人评级被下调；苏宁辟谣破产传言丨预警内参（第六十六期） 投资评级恶化,21世纪经济报道
2021-11-16,联商头条：苏宁易购回应破产传闻 盒马开出生鲜奥莱 减资破产,联商网
2021-11-16,【经纬下午茶】1块钱买个“有缘人”？交友盲盒存个人信息泄露风险,中新经纬
2021-11-16,苏宁易购双十一战绩如何？回应破产传言：经营正常，已报案 减资破产,奥一网
2021-11-16,快讯丨苏宁易购辟谣“破产”传闻 称经营一切正常 减资破产,财经网
2021-11-16,苏宁易购回应破产传闻：系谣言，对造谣者将依法追责 减资破产,中华网
2021-11-16,净利亏损41.16亿！苏宁易购回应破产传闻：谣言 已报案 亏损,第一财经
2021-11-16,苏宁易购：年底破产传闻系谣言 公司经营一切正常 减资破产,观点地产网
2021-11-16,苏宁易购回应“十二月底宣布破产”：系谣言，公司经营一切正常 减资破产,新京报
2021-11-16,苏宁易购称“12 月底破产”系谣言，三季度净亏损 41.16 亿 减资破产,IT之家
2021-11-16,12月底宣布破产？苏宁易购：谣言！已报案 减资破产,中新经纬
2021-11-16,苏宁易购回应破产传闻：谣言已报案,Wind
2021-11-16,苏宁易购：网传“苏宁易购十二月底宣布破产”系谣言，苏宁易购经营一切正常 减资破产,金十数据
2021-11-16,苏宁易购回应破产传闻：谣言 已报案 减资破产,新浪
2021-11-16,高端家电成大趋势，消费者真正回归线下实体了吗?,中国家电网
2021-11-14,“双11”苏宁易购到店体验人次大幅增长,经济日报
2021-11-14,地产向左，床垫消费向右：万亿睡眠经济重塑新格局,经济观察报
2021-11-13,数字化时代新机遇：外引流量 内建平台,亿邦动力
2021-11-12,苏宁易购“18苏宁06”11月16日兑付及摘牌，每手派1037.6元,乐居财经
2021-11-12,苏宁易购拟11月16日对“18苏宁07”付息，每手派49元,乐居财经
2021-11-12,苏宁易购“18苏宁06”将本息兑付及摘牌 “18苏宁07”回售6.2亿,观点地产网
2021-11-12,苏宁易购：“18苏宁06”11月16日兑付本息并摘牌,Wind
2021-11-12,苏宁易购：“18苏宁07”回售金额为6.2亿元，回售部分本息已足额支付,Wind
2021-11-12,“双十一”消费火爆，内需潜力加快释放,Wind
2021-11-11,苏宁易购：双11中高端家电销售额同比增长43% 物流整体履约率达99.8%,中证网
2021-11-11,苏宁易购披露“双十一”物流数据，家装发货量较去年同期增长3倍,金融界
2021-11-11,“双十一”数据盘点：京东下单金额超3000亿元，电子产品销售火爆,金融界
2021-11-11,央视聚焦双十一新消费新玩法 苏宁易购3006名门店金牌导购员“上线”,中金在线
2021-11-11,“一城一天一店”激发双线消费活力 苏宁易购“双十一”半日到店人次同比提升122%,中金在线
2021-11-11,苏宁易购双11半日消费数据：家电套购GMV同比增长46%,财联社
2021-11-11,“双11”速报！京东4小时卖出1.9亿件商品，天猫前1小时2600个品牌成交额超去年全天，这些股票也涨了,e公司
2021-11-11,苏宁易购：低碳消费崛起，手机以旧换新同比增长186%,乐居财经
2021-11-11,苏宁易购双11战报：前半小时高端家电销售增长43%，智能家装同比增88%,和讯
2021-11-11,江苏省消保委发布调查报告 苏宁易购、考拉海购等电商平台过度收集个人信息,中国消费者报
2021-11-10,个人信息保护合规测评③丨20款电商生活类APP：拼多多等5款无法应用内撤回同意，11款个性化推荐拒绝难,21经济网
2021-11-10,央视聚焦绿色家电消费 苏宁易购多措并举助力碳中和,新浪
2021-11-10,“薇娅们”下乡，搅动小镇直播江湖,中金在线
2021-11-10,双11电商平台争相“适老化”，线下门店首现“长辈导购员”,中金在线
2021-11-10,江苏省消保委调查淘宝等平台，发现个性化展示关闭功能隐蔽等问题 经营问题,Wind
2021-11-10,单方面挑战北京SKP，北京5家苏宁易购门店“双11”销量pk一店,北京商报
2021-11-10,EDG「骑士抗韩」：联盟有英雄，游戏无边界,投资界
2021-11-09,苏宁易购双十一当天预启动“一城一天一店”，家电力度6折起步,砍柴网
2021-11-08,拒绝“双11”价格套路，部分商家推出“一口价”,上游新闻
2021-11-08,双十一苏宁易购intel再携手 千元神券88折换新惠及多品牌,新浪
2021-11-08,南京苏宁易购11.11全民嘉年华 六大旗舰门店开仓甩卖24小时不打烊,新浪
2021-11-08,CEO自习室：趣小面更名趣巴渝“你好世界”获过亿元融资,亿邦动力
2021-11-08,苏宁调整发货管理规范：商家延迟发货将扣分11月12日生效,电商报
2021-11-06,国美零售只剩下一个“壳子”,联商网
2021-11-05,苏宁易购联合奥维云网发布白皮书：家电市场存量换新成增长主力,中金在线
2021-11-05,苏宁易购为子公司提供担保，担保额度为9.5亿元 大额借贷担保,资本邦
2021-11-05,苏宁易购为广东苏宁易购融资提供最高9.5亿元担保 大额借贷担保,乐居财经
2021-11-05,苏宁易购全国超500个核心门店，增设千名“长辈导购员”,中金在线
2021-11-05,10点聊电商：不懂英文 不会运营 跨境电商怎么做才能变“轻松”？,亿邦动力
2021-11-05,养猪、电力等行业何时迎拐点？机构预测15只业绩低潮股今年逆转,Wind
2021-11-04,大件服务覆盖全国超98%县镇 苏宁易购双十一比拼下沉市场服务,中金在线
2021-11-04,三年1000亿，苏宁易购与海尔启动2022年战略合作,中金在线
2021-11-04,苏宁易购发布10月手机消费报告 荣耀、realme表现抢眼,新浪
2021-11-04,重磅消息！即日起南京苏宁易购发放1万张300元康佳无敌券让利消费者,新浪
2021-11-04,未来的企业|苏宁易购下一步：做长家电长板，拓展家装赛道,中新经纬
2021-11-03,苏宁易购与科大讯飞推出联名学习机礼盒 加量不加价助力双十一,新浪
2021-11-03,业绩低潮股名单出炉，18股机构预测今年盈利逆转,Wind
2021-11-03,苏宁易购“低碳人”消费行为报告：以换代弃成主流 以旧换新人数增74%,中金在线
2021-11-03,Wind风控日报2021年11月3日星期三,Wind
2021-11-02,起底朱少醒，16年20倍的收益率是怎样炼成的？,证券之星
2021-11-02,县镇市场加快消费升级，苏宁易购零售云智能一体化产品双十一热销,搜狐
2021-11-02,以旧换新玩出新花样：男子用诺基亚等17台废旧电子产品换1台iPhone13,和讯
2021-11-02,苏宁易购：前三季度亏损金额达上年末净资产10.56% 重大损失,Wind
2021-11-01,联商电商周报：京东双11首份战报出炉 极兔收购百世快递,联商网
2021-11-01,苏宁易购：升级“零售服务商”，为实体经济发展注入新动能,投资时报
2021-11-01,家电三季报喜忧参半，双十一高端品类成交最高增10倍，或成破局关键？,Wind
2021-11-01,规范“双十一”！北京约谈阿里美团微店苏宁等14家电商平台,奥一网
2021-11-01,2021中国人居环境健康大会·好水好空气消费节在线直播、成功举行,凤凰网
2021-11-01,图解苏宁易购三季报：第三季度单季净利润同比减676.73% 盈利能力下降,证券之星
2021-11-01,火星人三季度业绩持续增长 高质量发展巩固行业龙头地位,财经网
2021-10-31,单季巨亏41亿，苏宁到了“最艰难的时期”｜看财报 重大损失,钛媒体
2021-10-30,犀牛日讯：美的集团第三季度净利84.46亿 海天味业第三季度净利13.55亿,GPLP犀牛财经
2021-10-30,CEO自习室：快手程一笑接任宿华 极兔收购百世国内业务,亿邦动力
2021-10-30,洞察消费新风向 苏宁易购双11发布《2021美好生活白皮书》,中金在线
2021-10-30,苏宁易购前三季度营收1155.74亿元 同比降36.1% 盈利能力下降,和讯
2021-10-30,苏宁易购第三季度亏损超41亿 与去年全年亏损相当 亏损,联商网
2021-10-29,苏宁易购Q3净利润亏损超41亿元，与2020年全年亏损相当 亏损,新京报
2021-10-29,苏宁易购前三季度营收1155.74亿元 净利润亏损75.68亿 亏损,观点地产网
2021-10-29,公告精选：招商轮船拟收购中外运集运；ST柏龙时任董事长陈伟雄等被终身市场禁入 其他违规处罚,e公司
2021-10-29,三十年发展中最艰难时期，苏宁易购三季度净亏损达41.16亿元 亏损,资本邦
2021-10-29,苏宁易购：前三季度亏损75.68亿元 亏损,中证网
2021-10-29,苏宁易购：前三季度苏宁易购营收达1155.74亿元,36氪
2021-10-29,苏宁易购前三季度营收1155.74亿元,乐居财经
2021-10-29,苏宁易购：2021年第三季度净利润约-41.16亿元,每日经济新闻
2021-10-29,苏宁易购：第三季度营业收入219.68亿元 流动性逐步恢复,e公司
2021-10-29,苏宁易购发布三季报：第三季度零售云商品销售规模环比增长33.38%,财联社
2021-10-29,苏宁易购：第三季度净亏损41.16亿元，前三季度净亏损75.68亿元 亏损,Wind
2021-10-29,苏宁易购：前三季度净亏损75.68亿元，由盈转亏 亏损,Wind
2021-10-29,8款深圳产美容护理器抽检不合格，有3款仍未按要求全面下架 产品问题,南都报
2021-10-29,苏宁易购双十一发布“219”家装物流服务标准，推动行业标准化建设,中金在线
2021-10-29,或再被“转手”，家乐福中国还能“攀”上哪座靠山？,美股研究社
2021-10-29,影石创新增资股转被关注，高估值及关联方存疑点,金融界
2021-10-29,24%新“红线”下 中原消金、苏宁任性贷等实际利率仍近36%,南都报
2021-10-28,日峰值将突破20万单，苏宁易购双十一加码家电家装清洗安维上门服务,中金在线
2021-10-28,天猫苏宁易购官旗双11预售家电家装爆款标签：大容量、一体化,中金在线
2021-10-28,苏宁易购参股成立科技公司，经营范围含互联网信息服务等,搜狐
2021-10-27,苏宁易购:家电以旧换新订单大增,经济日报
2021-10-27,老旧家电危害触目惊心 听说苏宁易购11.11全民嘉年华要砸重金为你换新,新浪
2021-10-27,苏宁易购双11“低碳消费力”战报：以旧换新咨询量翻3倍 订单增长153%,中金在线
2021-10-27,《2021胡润百富榜》：张一鸣3400亿元跃居第二超越马化腾,Wind
2021-10-26,苏宁易购“五个农民”培养新农人，助力涌泉蜜桔销售,牛华网
2021-10-26,新股又破发，盘中跌超10%，中一签亏损4600 亏损,Wind
2021-10-26,火星人：公司主要在天猫、京东、苏宁等平台参加双十一活动，有自己的直播电商团队,Wind
2021-10-25,气温骤降，昆明取暖器销量大增，挤进全国前五！,中国家电网
2021-10-22,苏宁易购：公司不存在控股股东及其他关联方对上市公司的非经营性占用资金,Wind
2021-10-21,苏宁易购：公司出售商汤科技及字节跳动的股份未达到信息披露的要求,每日经济新闻
2021-10-21,苏宁易购：公司已经与爱玛、新大洲、雅迪、绿源、台铃等品牌进行合作,每日经济新闻
2021-10-21,苏宁易购：目前苏宁大药房已开设数家实体店，正在探索阶段,每日经济新闻
2021-10-21,薇娅李佳琦昨晚销售190亿，超4000家上市公司全年营收,Wind
2021-10-21,苏宁易购于孝感成立商贸公司，经营范围含汽车新车销售等,搜狐
2021-10-21,碳中和下，“限电”被刷屏，家电圈如何破局,中国家电网
2021-10-20,万达电影：今年也继续与京东、苏宁、中国移动、中国联通等头部公司跨界合作，持续拉动新用户增长,每日经济新闻
2021-10-20,苏宁易购于孝感成立商贸公司，注册资本500万元,乐居财经
2021-10-20,苏宁易购部分财产被冻结，因买卖合同纠纷 诉讼纠纷,乐居财经
2021-10-20,锁定全年最大优惠！苏宁易购双11家电预售火爆开启,牛华网
2021-10-20,南京苏宁易购联合南京市工商联举办发展交流会 共建双十一美好生活俱乐部,新浪
2021-10-20,120家公司前三季亏损超亿元 亏损,证券时报网
2021-10-19,水滴保与苏宁保战略合作 共同构建数字保险新生态,东方网
2021-10-19,80余城超3000名视频导购上线，苏宁易购双十一发力O2O服务战,中金在线
2021-10-18,“饮酒”频频 酒业缘何吸引互联网大厂,北京商报
2021-10-18,第130届广交会双循环促进活动成功举办,美通社
2021-10-18,广交会：在珠江畔 把握国际国内贸易新“脉搏”,光明日报
2021-10-17,搜狐快消周报｜苏宁易购预计前三季度亏损超70亿；海天味业时隔四年再提价 预亏,搜狐
2021-10-16,苏宁易购张奎：苏宁宜品每一份都认真,联商网
2021-10-15,苏宁易购“18苏宁07”存续期后2年票面利率维持4.9%,乐居财经
2021-10-15,苏宁易购仍在困难期，三季度预亏43亿,深水财经社
2021-10-15,迈入战略“深水区”，国美是孤注一掷还是横刀立马？,和讯
2021-10-15,苏宁易购生活家电商家大会，新兴渠道助力双十一打造核心爆款,中金在线
2021-10-15,苏宁易购双十一预售官宣，10月20日百大直播同步启动,砍柴网
2021-10-15,找回“初心” 苏宁易购“双11” 聚焦家电家装,北京商报
2021-10-15,鄂武商A(000501)：业绩低于预期 投资兴建南昌大型商业综合体,光大证券
2021-10-15,苏宁易购三季度预亏约40亿，称公司仍处于困难阶段 预亏,观察者网
2021-10-15,“一把手”更换后，苏宁易购首披财报 董监高成员变化,北京商报
2021-10-15,操盘必读｜正邦科技第三季度预亏55亿；新希望第三季度预亏25亿；苏宁易购前三季度预损73亿；美股集体大涨,上游新闻
2021-10-14,送装服务亮“王牌” 苏宁易购厨卫家装提前打响双十一,砍柴网
2021-10-14,23点聊电商：估值泡沫十几倍！ROI触底！跨境电商“蚌埠住了”？,亿邦动力
2021-10-14,苏宁易购：前三季度预计业绩出现亏损 预亏,Wind
2021-10-14,苏宁易购前三季度预亏73.52亿元—77.52亿元 预亏,乐居财经
2021-10-14,苏宁易购：第三季度预亏39亿至43亿元，现仍处于困难阶段 预亏,澎湃新闻
2021-10-14,苏宁易购:前三季度净利预计亏损超73.52亿元 预亏,金融界
2021-10-14,“一把手”更换后首披财报，苏宁三季度预亏39亿~43亿元 董监高成员变化,第一财经
2021-10-14,苏宁易购前三季净利润亏损至多77.5亿元，第三季度亏43亿元 亏损,AI财经社
2021-10-14,苏宁易购前三季度盈转亏77.52亿 单季至多亏损43亿 亏损,观点地产网
2021-10-14,苏宁易购：降本增效，四季度力争单月实现EBITDA转正,中金在线
2021-10-14,苏宁易购：预计第三季度亏损39亿元-43亿元 预亏,Wind
2021-10-14,苏宁易购：前三季度净利预计亏损73.52亿元~77.52亿元 预亏,e公司
2021-10-14,苏宁易购：第三季度亏损39亿元-43亿元 亏损,财联社
2021-10-14,苏宁易购：“18苏宁07”存续期后2年票面利率维持4.90%不变,Wind
2021-10-14,业绩快报 | 前三季度泰禾亏损至多8.66亿 苏宁易购亏损至多77.52亿,观点地产网
2021-10-14,一加9RT新品上市 苏宁易购开启预定至高12期分期免息,新浪
2021-10-13,网购时代，高端电视销售何以线下“逆袭”？,经济观察报
2021-10-13,对话黄光裕：回归国美这一年的思考、坚持和选择,腾讯网
2021-10-13,苏宁易购消费电子商家大会召开 10月20日开启第一波预售,搜狐
2021-10-13,鲸数据|9月苏宁易购APP活跃用户数下降3.3%,鲸平台
2021-10-13,滴滴、苏宁退场，网络互助已行至末路？,36氪
2021-10-12,苏宁易购出事!斐乐体育称其侵害商标权,中国鞋网
2021-10-11,5万多件竞品中突围，苏宁易购自主品牌活性炭月销百万成爆款,牛华网
2021-10-11,家用电器行业周报：国庆高端智能家电消费表现亮眼 9月淘系数据出炉,新浪
2021-10-09,新一代城市青年家庭消费青睐啥？体验消费成为经济新增点,上游新闻
2021-10-09,苏宁易购：国庆假期万元以上家电套购订单量同比增长141%,中证网
2021-10-09,苏宁易购：国庆假期万元以上家电套购订单量同比增长141%,Wind
2021-10-09,国庆引爆居家消费上门服务，苏宁易购极速送装一体最快11小时32分完成,中金在线
2021-10-09,家电消费升级热潮涌动,新浪
2021-10-08,大消费王者归来，四季度顶流基金能否打赢“翻身仗”？,Wind
2021-10-08,苏宁易购：国庆假期中高端家电旺销,经济日报
2021-10-08,苏宁易购国庆大数据：智能家居销售增长101%，“新国货”占比中高端家电销量65%,乐居财经
2021-10-08,苏宁易购国庆消费大数据：全国门店订单增长86%,电商报
